SHBLON,SHBLAT,EHBLON,EHBLAT,count
121.62622584045064,31.259049457798415,121.63671762006645,31.241063036972722,11
121.22753821504983,31.043212407890113,121.23802999466565,31.043212407890113,11
121.1855710965866,31.088178459954342,121.17507931697078,31.088178459954342,11
121.22753821504983,30.980259935000195,121.23802999466565,30.998246355825884,11
121.20655465581822,31.115158091192882,121.23802999466565,31.115158091192882,11
121.61573406083482,31.259049457798415,121.59475050160322,31.259049457798415,11
121.66819295891389,31.241063036972722,121.62622584045064,31.20509019532134,11
121.23802999466565,31.061198828715806,121.24852177428146,31.09717167036719,11
121.22753821504983,31.043212407890113,121.23802999466565,31.05220561830296,11
121.16458753735498,31.106164880780035,121.20655465581822,31.061198828715806,11
121.62622584045064,31.214083405734186,121.61573406083482,31.196096984908493,11
121.59475050160322,31.1781105640828,121.60524228121902,31.196096984908493,11
121.60524228121902,31.241063036972722,121.61573406083482,31.241063036972722,11
121.24852177428146,31.00723956623873,121.1960628762024,31.016232776651577,11
121.61573406083482,31.214083405734186,121.55278338313997,31.20509019532134,11
121.22753821504983,31.00723956623873,121.20655465581822,30.980259935000195,11
121.23802999466565,31.061198828715806,121.20655465581822,31.09717167036719,11
121.66819295891389,31.304015509862644,121.48983270544511,31.313008720275487,11
121.22753821504983,31.00723956623873,121.20655465581822,30.998246355825884,11
121.61573406083482,31.22307661614703,121.60524228121902,31.214083405734186,11
121.6891765181455,31.196096984908493,121.69966829776132,31.187103774495647,11
121.24852177428146,31.025225987064424,121.24852177428146,31.00723956623873,11
121.61573406083482,31.22307661614703,121.61573406083482,31.20509019532134,11
121.22753821504983,30.998246355825884,121.22753821504983,31.016232776651577,11
121.65770117929807,31.214083405734186,121.62622584045064,31.20509019532134,11
121.22753821504983,31.16012414325711,121.21704643543403,31.1781105640828,11
121.24852177428146,31.025225987064424,121.26950533351308,31.016232776651577,11
121.63671762006645,31.196096984908493,121.62622584045064,31.22307661614703,11
121.61573406083482,31.259049457798415,121.5842587219874,31.259049457798415,11
121.62622584045064,31.22307661614703,121.60524228121902,31.214083405734186,11
121.5842587219874,31.241063036972722,121.59475050160322,31.241063036972722,11
121.23802999466565,31.277035878624105,121.25901355389728,31.277035878624105,11
121.65770117929807,31.295022299449798,121.63671762006645,31.295022299449798,11
121.65770117929807,31.277035878624105,121.64720939968227,31.277035878624105,11
121.60524228121902,31.259049457798415,121.52130804429254,31.232069826559876,11
121.5842587219874,31.187103774495647,121.59475050160322,31.196096984908493,11
121.60524228121902,31.277035878624105,121.60524228121902,31.304015509862644,11
121.6786847385297,31.277035878624105,121.66819295891389,31.277035878624105,11
121.61573406083482,31.241063036972722,121.60524228121902,31.259049457798415,11
121.5842587219874,31.339988351514027,121.59475050160322,31.339988351514027,11
121.20655465581822,31.09717167036719,121.21704643543403,31.088178459954342,11
121.20655465581822,31.13314451201857,121.21704643543403,31.151130932844264,11
121.57376694237159,31.28602908903695,121.5842587219874,31.28602908903695,11
121.60524228121902,31.25005624738557,121.57376694237159,31.259049457798415,11
121.22753821504983,31.088178459954342,121.21704643543403,31.079185249541496,11
121.20655465581822,30.998246355825884,121.21704643543403,30.998246355825884,11
121.62622584045064,31.214083405734186,121.64720939968227,31.214083405734186,11
121.66819295891389,31.304015509862644,121.5842587219874,31.20509019532134,11
121.22753821504983,30.989253145413038,121.22753821504983,30.998246355825884,11
121.66819295891389,31.304015509862644,121.51081626467672,31.259049457798415,11
121.17507931697078,31.025225987064424,121.1855710965866,31.03421919747727,11
121.21704643543403,31.043212407890113,121.24852177428146,31.016232776651577,11
121.22753821504983,30.980259935000195,121.21704643543403,30.980259935000195,11
121.21704643543403,31.043212407890113,121.20655465581822,31.025225987064424,11
121.63671762006645,31.22307661614703,121.62622584045064,31.214083405734186,11
121.59475050160322,31.232069826559876,121.57376694237159,31.241063036972722,11
121.5842587219874,31.241063036972722,121.59475050160322,31.22307661614703,11
121.21704643543403,31.043212407890113,121.20655465581822,31.061198828715806,11
121.59475050160322,31.232069826559876,121.5842587219874,31.25005624738557,11
121.62622584045064,31.22307661614703,121.60524228121902,31.232069826559876,11
121.75212719584037,30.872341410046044,121.75212719584037,30.88133462045889,11
121.1960628762024,31.05220561830296,121.1960628762024,31.03421919747727,11
121.24852177428146,31.03421919747727,121.23802999466565,31.043212407890113,11
121.61573406083482,31.268042668211258,121.60524228121902,31.277035878624105,11
121.1960628762024,31.03421919747727,121.21704643543403,31.043212407890113,11
121.66819295891389,31.25005624738557,121.66819295891389,31.268042668211258,11
121.21704643543403,31.00723956623873,121.22753821504983,31.025225987064424,11
121.59475050160322,31.28602908903695,121.5842587219874,31.277035878624105,11
121.63671762006645,31.106164880780035,121.59475050160322,31.079185249541496,11
121.23802999466565,31.03421919747727,121.24852177428146,31.043212407890113,11
121.24852177428146,30.980259935000195,121.26950533351308,30.989253145413038,11
121.23802999466565,31.03421919747727,121.23802999466565,31.05220561830296,11
121.5842587219874,31.151130932844264,121.5842587219874,31.169117353669957,11
121.23802999466565,31.070192039128653,121.24852177428146,31.061198828715806,11
121.61573406083482,31.295022299449798,121.62622584045064,31.277035878624105,11
121.74163541622455,31.54683219100948,121.1855710965866,31.05220561830296,11
121.57376694237159,31.241063036972722,121.57376694237159,31.232069826559876,11
121.20655465581822,31.025225987064424,121.22753821504983,31.025225987064424,11
121.59475050160322,31.259049457798415,121.59475050160322,31.25005624738557,11
121.5842587219874,31.20509019532134,121.59475050160322,31.1781105640828,11
121.1855710965866,31.025225987064424,121.22753821504983,31.016232776651577,11
121.66819295891389,31.20509019532134,121.65770117929807,31.196096984908493,11
121.57376694237159,31.259049457798415,121.5842587219874,31.277035878624105,11
121.5842587219874,31.16012414325711,121.5842587219874,31.169117353669957,11
121.61573406083482,31.196096984908493,121.62622584045064,31.20509019532134,11
121.1960628762024,31.12415130160573,121.22753821504983,31.115158091192882,11
121.22753821504983,31.00723956623873,121.39540668890281,31.241063036972722,11
121.64720939968227,31.20509019532134,121.60524228121902,31.20509019532134,11
121.64720939968227,31.20509019532134,121.62622584045064,31.20509019532134,11
121.59475050160322,31.20509019532134,121.60524228121902,31.22307661614703,11
121.22753821504983,31.025225987064424,121.20655465581822,31.025225987064424,11
121.62622584045064,31.1781105640828,121.60524228121902,31.1781105640828,11
121.59475050160322,31.115158091192882,121.59475050160322,31.106164880780035,11
121.20655465581822,31.043212407890113,121.23802999466565,30.998246355825884,11
121.59475050160322,31.277035878624105,121.5842587219874,31.277035878624105,11
121.62622584045064,31.070192039128653,121.50032448506091,31.03421919747727,11
121.59475050160322,31.13314451201857,121.59475050160322,31.142137722431418,11
121.5842587219874,31.214083405734186,121.59475050160322,31.214083405734186,11
121.21704643543403,30.989253145413038,121.23802999466565,30.998246355825884,11
121.1855710965866,31.05220561830296,121.1960628762024,31.043212407890113,11
121.21704643543403,30.998246355825884,121.20655465581822,30.980259935000195,11
121.22753821504983,31.106164880780035,121.24852177428146,31.088178459954342,11
121.1855710965866,31.05220561830296,121.21704643543403,31.05220561830296,11
121.22753821504983,31.061198828715806,121.1960628762024,31.061198828715806,11
121.57376694237159,31.348981561926873,121.5842587219874,31.348981561926873,11
121.59475050160322,31.196096984908493,121.61573406083482,31.196096984908493,11
121.20655465581822,31.03421919747727,121.21704643543403,31.05220561830296,11
121.22753821504983,31.106164880780035,121.20655465581822,31.088178459954342,11
121.16458753735498,31.09717167036719,121.1960628762024,31.043212407890113,11
121.1960628762024,31.016232776651577,121.21704643543403,31.03421919747727,11
121.1960628762024,31.09717167036719,121.22753821504983,31.106164880780035,11
121.13311219850755,31.016232776651577,121.1960628762024,31.043212407890113,11
121.61573406083482,31.33099514110118,121.61573406083482,31.339988351514027,11
121.22753821504983,31.016232776651577,121.22753821504983,30.998246355825884,11
121.57376694237159,31.268042668211258,121.57376694237159,31.277035878624105,11
121.23802999466565,31.016232776651577,121.23802999466565,31.061198828715806,11
121.20655465581822,31.05220561830296,121.22753821504983,31.00723956623873,11
121.69966829776132,31.1781105640828,121.69966829776132,31.187103774495647,11
121.22753821504983,31.115158091192882,121.23802999466565,31.115158091192882,11
121.22753821504983,31.09717167036719,121.23802999466565,31.106164880780035,11
121.24852177428146,31.043212407890113,121.25901355389728,31.05220561830296,11
121.21704643543403,31.016232776651577,121.1960628762024,31.025225987064424,11
121.64720939968227,31.214083405734186,121.62622584045064,31.196096984908493,11
121.60524228121902,31.115158091192882,121.61573406083482,31.09717167036719,11
121.62622584045064,31.20509019532134,121.60524228121902,31.196096984908493,11
121.57376694237159,31.196096984908493,121.56327516275577,31.187103774495647,11
121.60524228121902,31.214083405734186,121.60524228121902,31.196096984908493,11
121.64720939968227,31.214083405734186,121.64720939968227,31.22307661614703,11
121.60524228121902,31.214083405734186,121.60524228121902,31.22307661614703,11
121.57376694237159,31.16012414325711,121.59475050160322,31.1781105640828,11
121.60524228121902,31.214083405734186,121.61573406083482,31.214083405734186,11
121.6891765181455,31.214083405734186,121.6891765181455,31.196096984908493,11
121.59475050160322,31.142137722431418,121.5842587219874,31.12415130160573,11
121.5842587219874,31.25005624738557,121.56327516275577,31.241063036972722,11
121.23802999466565,31.05220561830296,121.24852177428146,31.043212407890113,11
121.14360397812335,31.025225987064424,121.1960628762024,31.043212407890113,11
121.5842587219874,31.277035878624105,121.57376694237159,31.28602908903695,11
121.21704643543403,31.03421919747727,121.20655465581822,31.016232776651577,11
121.60524228121902,31.295022299449798,121.61573406083482,31.28602908903695,11
121.60524228121902,31.22307661614703,121.59475050160322,31.22307661614703,11
121.60524228121902,31.295022299449798,121.59475050160322,31.28602908903695,11
121.22753821504983,31.03421919747727,121.20655465581822,31.016232776651577,11
121.0911450800443,31.142137722431418,121.13311219850755,31.151130932844264,11
121.23802999466565,31.00723956623873,121.23802999466565,31.016232776651577,11
121.21704643543403,31.03421919747727,121.23802999466565,31.043212407890113,11
121.60524228121902,31.22307661614703,121.60524228121902,31.214083405734186,11
121.6786847385297,31.259049457798415,121.6786847385297,31.25005624738557,11
121.1855710965866,31.03421919747727,121.20655465581822,31.05220561830296,11
121.61573406083482,31.20509019532134,121.63671762006645,31.20509019532134,11
121.57376694237159,31.241063036972722,121.59475050160322,31.232069826559876,11
121.62622584045064,31.277035878624105,121.62622584045064,31.28602908903695,11
121.15409575773917,31.043212407890113,121.13311219850755,31.05220561830296,11
121.62622584045064,31.277035878624105,121.61573406083482,31.295022299449798,11
121.57376694237159,31.277035878624105,121.59475050160322,31.268042668211258,11
121.22753821504983,31.05220561830296,121.22753821504983,31.00723956623873,11
121.17507931697078,31.043212407890113,121.22753821504983,31.03421919747727,11
121.21704643543403,31.13314451201857,121.21704643543403,31.05220561830296,11
121.65770117929807,31.232069826559876,121.65770117929807,31.214083405734186,11
121.61573406083482,31.28602908903695,121.62622584045064,31.277035878624105,11
121.57376694237159,31.339988351514027,121.5842587219874,31.348981561926873,11
121.21704643543403,31.12415130160573,121.21704643543403,31.05220561830296,11
121.57376694237159,31.339988351514027,121.5842587219874,31.339988351514027,11
121.1855710965866,31.025225987064424,121.1960628762024,31.025225987064424,11
121.60524228121902,31.20509019532134,121.5842587219874,31.196096984908493,11
121.20655465581822,31.016232776651577,121.21704643543403,31.03421919747727,11
121.22753821504983,31.12415130160573,121.22753821504983,31.106164880780035,11
121.20655465581822,31.061198828715806,121.20655465581822,31.03421919747727,11
121.62622584045064,31.196096984908493,121.5842587219874,31.20509019532134,11
121.60524228121902,31.20509019532134,121.60524228121902,31.196096984908493,11
121.61573406083482,31.268042668211258,121.62622584045064,31.259049457798415,11
121.1855710965866,31.025225987064424,121.17507931697078,31.025225987064424,11
121.63671762006645,31.268042668211258,121.5842587219874,31.28602908903695,11
121.22753821504983,31.05220561830296,121.1855710965866,31.043212407890113,11
121.60524228121902,31.20509019532134,121.62622584045064,31.187103774495647,11
121.20655465581822,31.043212407890113,121.23802999466565,31.03421919747727,11
121.1855710965866,31.043212407890113,121.22753821504983,31.043212407890113,11
121.63671762006645,31.20509019532134,121.59475050160322,31.196096984908493,11
121.43737380736606,30.97126672458735,121.43737380736606,30.953280303761655,11
121.57376694237159,31.115158091192882,121.56327516275577,31.106164880780035,11
121.45835736659767,31.25005624738557,121.37442312967119,31.322001930688334,11
121.45835736659767,31.241063036972722,121.44786558698186,31.277035878624105,11
121.34294779082376,31.304015509862644,121.35343957043956,31.28602908903695,11
121.45835736659767,31.232069826559876,121.48983270544511,31.232069826559876,11
121.54229160352416,31.214083405734186,121.43737380736606,31.259049457798415,11
121.54229160352416,31.214083405734186,121.50032448506091,31.241063036972722,11
121.45835736659767,31.232069826559876,121.45835736659767,31.277035878624105,11
121.54229160352416,31.214083405734186,121.51081626467672,31.232069826559876,11
121.34294779082376,31.28602908903695,121.42688202775024,31.187103774495647,11
121.45835736659767,31.22307661614703,121.48983270544511,31.20509019532134,11
121.45835736659767,31.214083405734186,121.44786558698186,31.268042668211258,11
121.34294779082376,31.402940824403945,121.35343957043956,31.393947613991102,11
121.45835736659767,31.196096984908493,121.43737380736606,31.214083405734186,11
121.45835736659767,31.196096984908493,121.42688202775024,31.22307661614703,11
121.35343957043956,30.737443253853357,121.35343957043956,30.746436464266203,11
121.45835736659767,31.187103774495647,121.42688202775024,31.169117353669957,11
121.35343957043956,30.746436464266203,121.35343957043956,30.77341609550474,11
121.35343957043956,30.75542967467905,121.35343957043956,30.77341609550474,11
121.45835736659767,31.22307661614703,121.44786558698186,31.25005624738557,11
121.35343957043956,30.75542967467905,121.36393135005538,30.72845004344051,11
121.34294779082376,31.28602908903695,121.40589846851861,31.241063036972722,11
121.45835736659767,31.259049457798415,121.42688202775024,31.241063036972722,11
121.45835736659767,31.295022299449798,121.47934092582929,31.304015509862644,11
121.34294779082376,31.259049457798415,121.33245601120795,31.259049457798415,11
121.45835736659767,31.295022299449798,121.46884914621349,31.232069826559876,11
121.45835736659767,31.295022299449798,121.43737380736606,31.28602908903695,11
121.34294779082376,31.259049457798415,121.384914909287,31.214083405734186,11
121.54229160352416,31.187103774495647,121.53179982390834,31.187103774495647,11
121.34294779082376,31.268042668211258,121.33245601120795,31.259049457798415,11
121.45835736659767,31.277035878624105,121.44786558698186,31.295022299449798,11
121.45835736659767,31.259049457798415,121.42688202775024,31.187103774495647,11
121.45835736659767,31.268042668211258,121.48983270544511,31.259049457798415,11
121.45835736659767,31.268042668211258,121.43737380736606,31.28602908903695,11
121.34294779082376,31.277035878624105,121.41639024813443,31.13314451201857,11
