sline,eline,sstop,estop,count,slon,slat,elon,elat
4号线,2号线,临平路,陆家嘴,11,121.49658104868206,31.2629522765194,121.49794977948895,31.240191163422505
4号线,2号线,浦电路,陆家嘴,13,121.52768533316281,31.225078430415724,121.49794977948895,31.240191163422505
4号线,2号线,蓝村路,陆家嘴,13,121.52364815509638,31.213755986618363,121.49794977948895,31.240191163422505
6号线,2号线,上海儿童医学中心,陆家嘴,12,121.51917638573477,31.205176888109694,121.49794977948895,31.240191163422505
6号线,2号线,云山路,陆家嘴,11,121.56850573795136,31.25256835848981,121.49794977948895,31.240191163422505
6号线,2号线,华夏西路,陆家嘴,11,121.51032032653869,31.151914797897128,121.49794977948895,31.240191163422505
6号线,2号线,博兴路,陆家嘴,12,121.58272341978686,31.26618518803448,121.49794977948895,31.240191163422505
7号线,2号线,上海大学,陆家嘴,11,121.38405690758877,31.32238645537037,121.49794977948895,31.240191163422505
7号线,2号线,大华三路,陆家嘴,23,121.41841607530264,31.275786131415416,121.49794977948895,31.240191163422505
7号线,2号线,新村路,陆家嘴,25,121.41795111497585,31.265764974351047,121.49794977948895,31.240191163422505
7号线,2号线,行知路,陆家嘴,13,121.41698551371452,31.28684203279706,121.49794977948895,31.240191163422505
7号线,2号线,长寿路,陆家嘴,22,121.433698478293,31.241748450885744,121.49794977948895,31.240191163422505
8号线,2号线,沈杜公路,陆家嘴,12,121.5079991406917,31.0635111631312,121.49794977948895,31.240191163422505
9号线,2号线,九亭,陆家嘴,13,121.31500532139783,31.139231292526546,121.49794977948895,31.240191163422505
9号线,2号线,杨高中路,陆家嘴,28,121.54443334151014,31.22966527628743,121.49794977948895,31.240191163422505
9号线,2号线,桂林路,陆家嘴,12,121.4136099472531,31.176738244195533,121.49794977948895,31.240191163422505
10号线,2号线,五角场,静安寺,11,121.5102569388246,31.30010468797861,121.44167858157878,31.22508411208896
10号线,2号线,南京东路,静安寺,14,121.47924428412828,31.23911535220653,121.44167858157878,31.22508411208896
2号线,2号线,南京东路,静安寺,38,121.47924428412828,31.23911535220653,121.44167858157878,31.22508411208896
10号线,2号线,江湾体育场,静安寺,13,121.50969205437626,31.30504889283296,121.44167858157878,31.22508411208896
11号线,2号线,上海西站,静安寺,11,121.39624456213512,31.2646176303592,121.44167858157878,31.22508411208896
11号线,2号线,南翔,静安寺,14,121.31881991372576,31.298910112884144,121.44167858157878,31.22508411208896
11号线,2号线,嘉定北,静安寺,14,121.23304370693278,31.393509952081804,121.44167858157878,31.22508411208896
11号线,2号线,桃浦新村,静安寺,18,121.34497865491224,31.283411144688834,121.44167858157878,31.22508411208896
2号线,2号线,江苏路,静安寺,17,121.4278857845281,31.221726714144122,121.44167858157878,31.22508411208896
2号线,2号线,龙阳路,静安寺,20,121.55315410718144,31.20524621882207,121.44167858157878,31.22508411208896
3号线,2号线,上海南站,静安寺,12,121.42521918125507,31.15677611560311,121.44167858157878,31.22508411208896
3号线,7号线,上海南站,静安寺,11,121.42521918125507,31.15677611560311,121.44167858157878,31.22508411208896
1号线,2号线,人民广场,静安寺,34,121.47063544949978,31.234938109246567,121.44167858157878,31.22508411208896
8号线,2号线,人民广场,静安寺,17,121.47063544949978,31.234938109246567,121.44167858157878,31.22508411208896
1号线,2号线,共康路,静安寺,13,121.4424467135747,31.320856838499626,121.44167858157878,31.22508411208896
1号线,2号线,彭浦新村,静安寺,28,121.44409222144392,31.308467802003857,121.44167858157878,31.22508411208896
1号线,7号线,漕宝路,静安寺,15,121.43029467459823,31.17028964964568,121.44167858157878,31.22508411208896
1号线,2号线,莘庄,静安寺,20,121.38111623835272,31.112981979578,121.44167858157878,31.22508411208896
1号线,7号线,莘庄,静安寺,31,121.38111623835272,31.112981979578,121.44167858157878,31.22508411208896
1号线,2号线,莲花路,静安寺,12,121.39814802332572,31.13275059364296,121.44167858157878,31.22508411208896
1号线,7号线,莲花路,静安寺,21,121.39814802332572,31.13275059364296,121.44167858157878,31.22508411208896
1号线,2号线,通河新村,静安寺,14,121.436928222904,31.332912780055825,121.44167858157878,31.22508411208896
1号线,2号线,黄陂南路,静安寺,12,121.46874002480317,31.224755507253285,121.44167858157878,31.22508411208896
2号线,2号线,上海科技馆,静安寺,25,121.54058926688705,31.22069337516232,121.44167858157878,31.22508411208896
2号线,2号线,世纪公园,静安寺,22,121.5466810635746,31.21147339791956,121.44167858157878,31.22508411208896
2号线,2号线,东昌路,静安寺,38,121.51103796264,31.23538865645536,121.44167858157878,31.22508411208896
2号线,2号线,中山公园,静安寺,55,121.41373564273864,31.22041076094213,121.44167858157878,31.22508411208896
2号线,2号线,北新泾,静安寺,48,121.36940501710458,31.218305848849862,121.44167858157878,31.22508411208896
2号线,2号线,南京西路,静安寺,64,121.45550746198595,31.23176643260941,121.44167858157878,31.22508411208896
2号线,2号线,威宁路,静安寺,48,121.38242696981457,31.216666701571704,121.44167858157878,31.22508411208896
2号线,2号线,娄山关路,静安寺,65,121.39963073146214,31.21290652542745,121.44167858157878,31.22508411208896
2号线,2号线,广兰路,静安寺,18,121.61697087791599,31.21308703855244,121.44167858157878,31.22508411208896
2号线,2号线,张江高科,静安寺,27,121.58349951749912,31.20395598048356,121.44167858157878,31.22508411208896
2号线,2号线,徐泾东,静安寺,53,121.29487927379664,31.19026886327993,121.44167858157878,31.22508411208896
2号线,2号线,淞虹路,静安寺,64,121.35484187218569,31.220001080800422,121.44167858157878,31.22508411208896
2号线,2号线,虹桥2号航站楼,静安寺,12,121.32172604372542,31.19659605124147,121.44167858157878,31.22508411208896
2号线,2号线,虹桥火车站,静安寺,33,121.31698004097382,31.19592455947813,121.44167858157878,31.22508411208896
2号线,2号线,金科路,静安寺,20,121.5977989899922,31.20636119514668,121.44167858157878,31.22508411208896
2号线,2号线,陆家嘴,静安寺,93,121.49794977948895,31.240191163422505,121.44167858157878,31.22508411208896
2号线,7号线,陆家嘴,静安寺,11,121.49794977948895,31.240191163422505,121.44167858157878,31.22508411208896
3号线,7号线,大柏树,静安寺,12,121.47871798558658,31.291387582751717,121.44167858157878,31.22508411208896
8号线,2号线,虹口足球场,静安寺,16,121.47460987529377,31.27359150693548,121.44167858157878,31.22508411208896
7号线,2号线,镇坪路,静安寺,12,121.42514754106442,31.248207850486914,121.44167858157878,31.22508411208896
7号线,7号线,镇坪路,静安寺,17,121.42514754106442,31.248207850486914,121.44167858157878,31.22508411208896
4号线,2号线,世纪大道,静安寺,39,121.52256449772648,31.23100111534736,121.44167858157878,31.22508411208896
4号线,2号线,浦电路,静安寺,12,121.52768533316281,31.225078430415724,121.44167858157878,31.22508411208896
6号线,2号线,博兴路,静安寺,14,121.58272341978686,31.26618518803448,121.44167858157878,31.22508411208896
6号线,2号线,德平路,静安寺,11,121.56007378858948,31.247533725659714,121.44167858157878,31.22508411208896
7号线,7号线,上海大学,静安寺,19,121.38405690758877,31.32238645537037,121.44167858157878,31.22508411208896
7号线,7号线,云台路,静安寺,13,121.49592063747193,31.18419066605721,121.44167858157878,31.22508411208896
7号线,7号线,场中路,静安寺,15,121.40903943884928,31.30570415234887,121.44167858157878,31.22508411208896
7号线,7号线,大华三路,静安寺,31,121.41841607530264,31.275786131415416,121.44167858157878,31.22508411208896
7号线,7号线,岚皋路,静安寺,26,121.4172472405364,31.258202890641407,121.44167858157878,31.22508411208896
7号线,7号线,新村路,静安寺,29,121.41795111497585,31.265764974351047,121.44167858157878,31.22508411208896
7号线,7号线,昌平路,静安寺,25,121.43800471430905,31.23566670657638,121.44167858157878,31.22508411208896
7号线,7号线,杨高南路,静安寺,13,121.52105366063574,31.189549790738692,121.44167858157878,31.22508411208896
7号线,7号线,肇嘉浜路,静安寺,22,121.44599379950607,31.20129057115306,121.44167858157878,31.22508411208896
7号线,7号线,花木路,静安寺,17,121.55857090566843,31.213390817501093,121.44167858157878,31.22508411208896
7号线,7号线,芳华路,静安寺,18,121.5458417775058,31.19526150800955,121.44167858157878,31.22508411208896
7号线,2号线,行知路,静安寺,12,121.41698551371452,31.28684203279706,121.44167858157878,31.22508411208896
7号线,7号线,行知路,静安寺,29,121.41698551371452,31.28684203279706,121.44167858157878,31.22508411208896
7号线,7号线,锦绣路,静安寺,18,121.53581834238159,31.18961889998437,121.44167858157878,31.22508411208896
7号线,2号线,长寿路,静安寺,22,121.433698478293,31.241748450885744,121.44167858157878,31.22508411208896
7号线,7号线,长寿路,静安寺,18,121.433698478293,31.241748450885744,121.44167858157878,31.22508411208896
7号线,7号线,长清路,静安寺,18,121.4816179163442,31.176612522532874,121.44167858157878,31.22508411208896
7号线,7号线,顾村公园,静安寺,30,121.36837582882794,31.346419243369073,121.44167858157878,31.22508411208896
7号线,7号线,龙华中路,静安寺,11,121.45260164960293,31.18661017844836,121.44167858157878,31.22508411208896
8号线,2号线,中兴路,静安寺,12,121.46436945804165,31.25493213534093,121.44167858157878,31.22508411208896
8号线,2号线,四平路,静安寺,11,121.49700435873925,31.276943044058065,121.44167858157878,31.22508411208896
8号线,2号线,嫩江路,静安寺,14,121.52774662382687,31.316960365296694,121.44167858157878,31.22508411208896
8号线,2号线,市光路,静安寺,11,121.52770636555269,31.32454887263011,121.44167858157878,31.22508411208896
8号线,2号线,延吉中路,静安寺,11,121.53063197012621,31.29072945749777,121.44167858157878,31.22508411208896
8号线,2号线,曲阳路,静安寺,16,121.4862960079485,31.278454064262682,121.44167858157878,31.22508411208896
8号线,7号线,耀华路,静安寺,20,121.49017598337505,31.18047714665133,121.44167858157878,31.22508411208896
8号线,2号线,黄兴路,静安寺,12,121.52409693409126,31.28083722777821,121.44167858157878,31.22508411208896
9号线,7号线,七宝,静安寺,15,121.34498139587966,31.15731217495469,121.44167858157878,31.22508411208896
9号线,7号线,九亭,静安寺,19,121.31500532139783,31.139231292526546,121.44167858157878,31.22508411208896
9号线,7号线,打浦桥,静安寺,21,121.46436457148386,31.20799187538027,121.44167858157878,31.22508411208896
9号线,7号线,泗泾,静安寺,13,121.25595077339413,31.120416930756143,121.44167858157878,31.22508411208896
9号线,7号线,漕河泾开发区,静安寺,13,121.39298139926555,31.172308892848147,121.44167858157878,31.22508411208896
10号线,2号线,南京东路,龙阳路,16,121.47924428412828,31.23911535220653,121.55315410718144,31.20524621882207
2号线,2号线,南京东路,龙阳路,37,121.47924428412828,31.23911535220653,121.55315410718144,31.20524621882207
2号线,2号线,江苏路,龙阳路,17,121.4278857845281,31.221726714144122,121.55315410718144,31.20524621882207
16号线,16号线,惠南,龙阳路,11,121.7573900188764,31.05589742879377,121.55315410718144,31.20524621882207
1号线,2号线,上海火车站,龙阳路,12,121.45134662497871,31.249252480810924,121.55315410718144,31.20524621882207
1号线,2号线,人民广场,龙阳路,32,121.47063544949978,31.234938109246567,121.55315410718144,31.20524621882207
2号线,2号线,上海科技馆,龙阳路,13,121.54058926688705,31.22069337516232,121.55315410718144,31.20524621882207
2号线,2号线,东昌路,龙阳路,41,121.51103796264,31.23538865645536,121.55315410718144,31.20524621882207
2号线,2号线,中山公园,龙阳路,19,121.41373564273864,31.22041076094213,121.55315410718144,31.20524621882207
2号线,2号线,南京西路,龙阳路,36,121.45550746198595,31.23176643260941,121.55315410718144,31.20524621882207
2号线,2号线,唐镇,龙阳路,13,121.6519603736814,31.21643919587955,121.55315410718144,31.20524621882207
2号线,2号线,娄山关路,龙阳路,16,121.39963073146214,31.21290652542745,121.55315410718144,31.20524621882207
2号线,2号线,广兰路,龙阳路,42,121.61697087791599,31.21308703855244,121.55315410718144,31.20524621882207
2号线,2号线,张江高科,龙阳路,42,121.58349951749912,31.20395598048356,121.55315410718144,31.20524621882207
2号线,2号线,徐泾东,龙阳路,22,121.29487927379664,31.19026886327993,121.55315410718144,31.20524621882207
2号线,2号线,虹桥火车站,龙阳路,15,121.31698004097382,31.19592455947813,121.55315410718144,31.20524621882207
2号线,2号线,金科路,龙阳路,29,121.5977989899922,31.20636119514668,121.55315410718144,31.20524621882207
2号线,2号线,陆家嘴,龙阳路,49,121.49794977948895,31.240191163422505,121.55315410718144,31.20524621882207
2号线,2号线,静安寺,龙阳路,23,121.44167858157878,31.22508411208896,121.55315410718144,31.20524621882207
4号线,2号线,世纪大道,龙阳路,27,121.52256449772648,31.23100111534736,121.55315410718144,31.20524621882207
4号线,2号线,大连路,龙阳路,12,121.50827043682621,31.260483456954603,121.55315410718144,31.20524621882207
4号线,2号线,杨树浦路,龙阳路,12,121.51300761433576,31.253962069442164,121.55315410718144,31.20524621882207
4号线,2号线,浦电路,龙阳路,13,121.52768533316281,31.225078430415724,121.55315410718144,31.20524621882207
7号线,2号线,花木路,龙阳路,11,121.55857090566843,31.213390817501093,121.55315410718144,31.20524621882207
7号线,7号线,花木路,龙阳路,13,121.55857090566843,31.213390817501093,121.55315410718144,31.20524621882207
9号线,2号线,商城路,龙阳路,15,121.51193609897364,31.232426193938338,121.55315410718144,31.20524621882207
3号线,3号线,虹桥路,上海南站,28,121.41767616931179,31.198490043241854,121.42521918125507,31.15677611560311
1号线,1号线,陕西南路,上海南站,28,121.45564009860006,31.21922548450731,121.42521918125507,31.15677611560311
1号线,3号线,陕西南路,上海南站,22,121.45564009860006,31.21922548450731,121.42521918125507,31.15677611560311
3号线,3号线,曹杨路,上海南站,29,121.41322366591196,31.24117205825925,121.42521918125507,31.15677611560311
13号线,3号线,金运路,上海南站,12,121.31508840064134,31.24293847486636,121.42521918125507,31.15677611560311
1号线,1号线,上海火车站,上海南站,24,121.45134662497871,31.249252480810924,121.42521918125507,31.15677611560311
1号线,1号线,人民广场,上海南站,16,121.47063544949978,31.234938109246567,121.42521918125507,31.15677611560311
1号线,3号线,人民广场,上海南站,17,121.47063544949978,31.234938109246567,121.42521918125507,31.15677611560311
8号线,1号线,人民广场,上海南站,25,121.47063544949978,31.234938109246567,121.42521918125507,31.15677611560311
8号线,3号线,人民广场,上海南站,26,121.47063544949978,31.234938109246567,121.42521918125507,31.15677611560311
1号线,1号线,徐家汇,上海南站,33,121.43372952077296,31.194665740632892,121.42521918125507,31.15677611560311
1号线,3号线,徐家汇,上海南站,35,121.43372952077296,31.194665740632892,121.42521918125507,31.15677611560311
1号线,3号线,汉中路,上海南站,12,121.45397645386093,31.24359457371127,121.42521918125507,31.15677611560311
1号线,1号线,莘庄,上海南站,34,121.38111623835272,31.112981979578,121.42521918125507,31.15677611560311
1号线,3号线,莘庄,上海南站,42,121.38111623835272,31.112981979578,121.42521918125507,31.15677611560311
1号线,1号线,莲花路,上海南站,20,121.39814802332572,31.13275059364296,121.42521918125507,31.15677611560311
1号线,3号线,莲花路,上海南站,23,121.39814802332572,31.13275059364296,121.42521918125507,31.15677611560311
1号线,3号线,衡山路,上海南站,11,121.44214620549006,31.20688239224145,121.42521918125507,31.15677611560311
1号线,1号线,黄陂南路,上海南站,16,121.46874002480317,31.224755507253285,121.42521918125507,31.15677611560311
1号线,3号线,黄陂南路,上海南站,14,121.46874002480317,31.224755507253285,121.42521918125507,31.15677611560311
3号线,3号线,中山公园,上海南站,27,121.41373564273864,31.22041076094213,121.42521918125507,31.15677611560311
2号线,3号线,娄山关路,上海南站,12,121.39963073146214,31.21290652542745,121.42521918125507,31.15677611560311
2号线,3号线,徐泾东,上海南站,13,121.29487927379664,31.19026886327993,121.42521918125507,31.15677611560311
2号线,3号线,淞虹路,上海南站,16,121.35484187218569,31.220001080800422,121.42521918125507,31.15677611560311
2号线,3号线,虹桥火车站,上海南站,18,121.31698004097382,31.19592455947813,121.42521918125507,31.15677611560311
3号线,3号线,大柏树,上海南站,11,121.47871798558658,31.291387582751717,121.42521918125507,31.15677611560311
3号线,3号线,宜山路,上海南站,26,121.42269762044405,31.18819926470648,121.42521918125507,31.15677611560311
3号线,3号线,宝山路,上海南站,13,121.47185472145023,31.253450637692666,121.42521918125507,31.15677611560311
3号线,3号线,延安西路,上海南站,25,121.4124581726931,31.21148710552621,121.42521918125507,31.15677611560311
3号线,3号线,江湾镇,上海南站,14,121.48069079075636,31.307520474183196,121.42521918125507,31.15677611560311
3号线,3号线,镇坪路,上海南站,17,121.42514754106442,31.248207850486914,121.42521918125507,31.15677611560311
4号线,3号线,世纪大道,上海南站,11,121.52256449772648,31.23100111534736,121.42521918125507,31.15677611560311
9号线,3号线,打浦桥,上海南站,12,121.46436457148386,31.20799187538027,121.42521918125507,31.15677611560311
10号线,3号线,海伦路,上海火车站,21,121.48422026540928,31.26129204310376,121.45134662497871,31.249252480810924
4号线,3号线,海伦路,上海火车站,19,121.48422026540928,31.26129204310376,121.45134662497871,31.249252480810924
3号线,3号线,虹桥路,上海火车站,29,121.41767616931179,31.198490043241854,121.45134662497871,31.249252480810924
1号线,1号线,陕西南路,上海火车站,41,121.45564009860006,31.21922548450731,121.45134662497871,31.249252480810924
11号线,3号线,南翔,上海火车站,24,121.31881991372576,31.298910112884144,121.45134662497871,31.249252480810924
11号线,3号线,曹杨路,上海火车站,18,121.41322366591196,31.24117205825925,121.45134662497871,31.249252480810924
3号线,3号线,曹杨路,上海火车站,51,121.41322366591196,31.24117205825925,121.45134662497871,31.249252480810924
11号线,3号线,桃浦新村,上海火车站,14,121.34497865491224,31.283411144688834,121.45134662497871,31.249252480810924
13号线,3号线,丰庄,上海火车站,17,121.35070734459534,31.24435712368217,121.45134662497871,31.249252480810924
13号线,3号线,大渡河路,上海火车站,14,121.3904719102833,31.233620330403266,121.45134662497871,31.249252480810924
13号线,3号线,真北路,上海火车站,18,121.37763301565901,31.234060394877282,121.45134662497871,31.249252480810924
13号线,3号线,祁连山南路,上海火车站,17,121.36273301583107,31.23935987237197,121.45134662497871,31.249252480810924
13号线,3号线,金沙江路,上海火车站,14,121.40860980059394,31.23414265268504,121.45134662497871,31.249252480810924
3号线,3号线,金沙江路,上海火车站,26,121.40860980059394,31.23414265268504,121.45134662497871,31.249252480810924
13号线,3号线,金运路,上海火车站,34,121.31508840064134,31.24293847486636,121.45134662497871,31.249252480810924
1号线,1号线,上海南站,上海火车站,15,121.42521918125507,31.15677611560311,121.45134662497871,31.249252480810924
1号线,1号线,上海马戏城,上海火车站,83,121.44750500177919,31.28142271502295,121.45134662497871,31.249252480810924
1号线,1号线,中山北路,上海火车站,37,121.45459575307713,31.26097018742221,121.45134662497871,31.249252480810924
1号线,1号线,人民广场,上海火车站,29,121.47063544949978,31.234938109246567,121.45134662497871,31.249252480810924
8号线,1号线,人民广场,上海火车站,38,121.47063544949978,31.234938109246567,121.45134662497871,31.249252480810924
1号线,1号线,共富新村,上海火车站,87,121.4294616044448,31.356866412833142,121.45134662497871,31.249252480810924
1号线,1号线,共康路,上海火车站,95,121.4424467135747,31.320856838499626,121.45134662497871,31.249252480810924
1号线,1号线,友谊西路,上海火车站,26,121.42335122582087,31.382957629137486,121.45134662497871,31.249252480810924
1号线,1号线,呼兰路,上海火车站,52,121.43310747987196,31.341553447554283,121.45134662497871,31.249252480810924
1号线,1号线,宝安公路,上海火车站,74,121.42628965526123,31.371680039785065,121.45134662497871,31.249252480810924
1号线,1号线,富锦路,上海火车站,73,121.42001197737257,31.39407815119172,121.45134662497871,31.249252480810924
1号线,1号线,延长路,上海火车站,107,121.45088832522472,31.273688898052004,121.45134662497871,31.249252480810924
1号线,1号线,彭浦新村,上海火车站,124,121.44409222144392,31.308467802003857,121.45134662497871,31.249252480810924
1号线,1号线,徐家汇,上海火车站,41,121.43372952077296,31.194665740632892,121.45134662497871,31.249252480810924
1号线,1号线,新闸路,上海火车站,21,121.4637517629793,31.240586195331716,121.45134662497871,31.249252480810924
1号线,1号线,汉中路,上海火车站,35,121.45397645386093,31.24359457371127,121.45134662497871,31.249252480810924
1号线,1号线,汶水路,上海火车站,82,121.44554511296896,31.294521946927127,121.45134662497871,31.249252480810924
1号线,1号线,漕宝路,上海火车站,20,121.43029467459823,31.17028964964568,121.45134662497871,31.249252480810924
1号线,1号线,莘庄,上海火车站,64,121.38111623835272,31.112981979578,121.45134662497871,31.249252480810924
1号线,1号线,莲花路,上海火车站,49,121.39814802332572,31.13275059364296,121.45134662497871,31.249252480810924
1号线,1号线,通河新村,上海火车站,162,121.436928222904,31.332912780055825,121.45134662497871,31.249252480810924
1号线,1号线,锦江乐园,上海火车站,20,121.40952720905494,31.143868394429962,121.45134662497871,31.249252480810924
1号线,1号线,黄陂南路,上海火车站,46,121.46874002480317,31.224755507253285,121.45134662497871,31.249252480810924
2号线,1号线,东昌路,上海火车站,13,121.51103796264,31.23538865645536,121.45134662497871,31.249252480810924
3号线,3号线,中山公园,上海火车站,43,121.41373564273864,31.22041076094213,121.45134662497871,31.249252480810924
2号线,1号线,张江高科,上海火车站,11,121.58349951749912,31.20395598048356,121.45134662497871,31.249252480810924
2号线,3号线,徐泾东,上海火车站,11,121.29487927379664,31.19026886327993,121.45134662497871,31.249252480810924
2号线,1号线,陆家嘴,上海火车站,15,121.49794977948895,31.240191163422505,121.45134662497871,31.249252480810924
3号线,3号线,东宝兴路,上海火车站,46,121.47558660889679,31.26187719390625,121.45134662497871,31.249252480810924
3号线,3号线,中潭路,上海火车站,30,121.43644217058086,31.256424824661842,121.45134662497871,31.249252480810924
3号线,3号线,大柏树,上海火车站,38,121.47871798558658,31.291387582751717,121.45134662497871,31.249252480810924
3号线,3号线,宝山路,上海火车站,43,121.47185472145023,31.253450637692666,121.45134662497871,31.249252480810924
3号线,3号线,宝杨路,上海火车站,13,121.47507674394518,31.39736354072145,121.45134662497871,31.249252480810924
3号线,3号线,延安西路,上海火车站,56,121.4124581726931,31.21148710552621,121.45134662497871,31.249252480810924
3号线,3号线,殷高西路,上海火车站,30,121.48042117235136,31.321748771935862,121.45134662497871,31.249252480810924
3号线,3号线,水产路,上海火车站,14,121.48363914804142,31.38331485006464,121.45134662497871,31.249252480810924
3号线,3号线,江湾镇,上海火车站,53,121.48069079075636,31.307520474183196,121.45134662497871,31.249252480810924
3号线,3号线,虹口足球场,上海火车站,25,121.47460987529377,31.27359150693548,121.45134662497871,31.249252480810924
3号线,3号线,赤峰路,上海火车站,37,121.47795944040102,31.28313938375795,121.45134662497871,31.249252480810924
3号线,3号线,镇坪路,上海火车站,42,121.42514754106442,31.248207850486914,121.45134662497871,31.249252480810924
3号线,3号线,长江南路,上海火车站,30,121.48711280575628,31.33412635715084,121.45134662497871,31.249252480810924
3号线,3号线,龙漕路,上海火车站,19,121.43984743816351,31.171358938768957,121.45134662497871,31.249252480810924
4号线,3号线,世纪大道,上海火车站,25,121.52256449772648,31.23100111534736,121.45134662497871,31.249252480810924
4号线,3号线,临平路,上海火车站,31,121.49658104868206,31.2629522765194,121.45134662497871,31.249252480810924
4号线,3号线,塘桥,上海火车站,18,121.51443015829828,31.21168966884305,121.45134662497871,31.249252480810924
4号线,3号线,大连路,上海火车站,45,121.50827043682621,31.260483456954603,121.45134662497871,31.249252480810924
4号线,3号线,杨树浦路,上海火车站,46,121.51300761433576,31.253962069442164,121.45134662497871,31.249252480810924
4号线,3号线,浦东大道,上海火车站,43,121.51508472389416,31.24205367972808,121.45134662497871,31.249252480810924
4号线,3号线,浦电路,上海火车站,44,121.52768533316281,31.225078430415724,121.45134662497871,31.249252480810924
4号线,3号线,蓝村路,上海火车站,24,121.52364815509638,31.213755986618363,121.45134662497871,31.249252480810924
5号线,1号线,北桥,上海火车站,11,121.40537045269495,31.04707322588695,121.45134662497871,31.249252480810924
7号线,3号线,顾村公园,上海火车站,15,121.36837582882794,31.346419243369073,121.45134662497871,31.249252480810924
8号线,1号线,成山路,上海火车站,14,121.49187129154684,31.172447378841053,121.45134662497871,31.249252480810924
8号线,1号线,沈杜公路,上海火车站,13,121.5079991406917,31.0635111631312,121.45134662497871,31.249252480810924
10号线,2号线,南京东路,中山公园,18,121.47924428412828,31.23911535220653,121.41373564273864,31.22041076094213
2号线,2号线,南京东路,中山公园,34,121.47924428412828,31.23911535220653,121.41373564273864,31.22041076094213
3号线,3号线,虹桥路,中山公园,21,121.41767616931179,31.198490043241854,121.41373564273864,31.22041076094213
3号线,3号线,曹杨路,中山公园,20,121.41322366591196,31.24117205825925,121.41373564273864,31.22041076094213
2号线,2号线,江苏路,中山公园,35,121.4278857845281,31.221726714144122,121.41373564273864,31.22041076094213
2号线,2号线,龙阳路,中山公园,19,121.55315410718144,31.20524621882207,121.41373564273864,31.22041076094213
4号线,3号线,上海体育馆,中山公园,11,121.43182335702305,31.18388290258479,121.41373564273864,31.22041076094213
3号线,3号线,上海南站,中山公园,31,121.42521918125507,31.15677611560311,121.41373564273864,31.22041076094213
3号线,3号线,上海火车站,中山公园,38,121.45134662497871,31.249252480810924,121.41373564273864,31.22041076094213
1号线,2号线,人民广场,中山公园,47,121.47063544949978,31.234938109246567,121.41373564273864,31.22041076094213
8号线,2号线,人民广场,中山公园,29,121.47063544949978,31.234938109246567,121.41373564273864,31.22041076094213
1号线,3号线,莘庄,中山公园,17,121.38111623835272,31.112981979578,121.41373564273864,31.22041076094213
1号线,3号线,莲花路,中山公园,19,121.39814802332572,31.13275059364296,121.41373564273864,31.22041076094213
1号线,2号线,黄陂南路,中山公园,13,121.46874002480317,31.224755507253285,121.41373564273864,31.22041076094213
2号线,2号线,东昌路,中山公园,40,121.51103796264,31.23538865645536,121.41373564273864,31.22041076094213
2号线,2号线,北新泾,中山公园,38,121.36940501710458,31.218305848849862,121.41373564273864,31.22041076094213
2号线,2号线,南京西路,中山公园,58,121.45550746198595,31.23176643260941,121.41373564273864,31.22041076094213
2号线,2号线,威宁路,中山公园,27,121.38242696981457,31.216666701571704,121.41373564273864,31.22041076094213
2号线,2号线,娄山关路,中山公园,70,121.39963073146214,31.21290652542745,121.41373564273864,31.22041076094213
2号线,2号线,广兰路,中山公园,26,121.61697087791599,31.21308703855244,121.41373564273864,31.22041076094213
2号线,2号线,张江高科,中山公园,29,121.58349951749912,31.20395598048356,121.41373564273864,31.22041076094213
2号线,2号线,徐泾东,中山公园,86,121.29487927379664,31.19026886327993,121.41373564273864,31.22041076094213
2号线,2号线,淞虹路,中山公园,101,121.35484187218569,31.220001080800422,121.41373564273864,31.22041076094213
2号线,2号线,虹桥2号航站楼,中山公园,20,121.32172604372542,31.19659605124147,121.41373564273864,31.22041076094213
2号线,2号线,虹桥火车站,中山公园,39,121.31698004097382,31.19592455947813,121.41373564273864,31.22041076094213
2号线,2号线,金科路,中山公园,27,121.5977989899922,31.20636119514668,121.41373564273864,31.22041076094213
2号线,2号线,陆家嘴,中山公园,74,121.49794977948895,31.240191163422505,121.41373564273864,31.22041076094213
2号线,2号线,静安寺,中山公园,72,121.44167858157878,31.22508411208896,121.41373564273864,31.22041076094213
3号线,3号线,东宝兴路,中山公园,14,121.47558660889679,31.26187719390625,121.41373564273864,31.22041076094213
3号线,3号线,中潭路,中山公园,24,121.43644217058086,31.256424824661842,121.41373564273864,31.22041076094213
3号线,3号线,大柏树,中山公园,20,121.47871798558658,31.291387582751717,121.41373564273864,31.22041076094213
3号线,3号线,宜山路,中山公园,11,121.42269762044405,31.18819926470648,121.41373564273864,31.22041076094213
4号线,3号线,宜山路,中山公园,22,121.42269762044405,31.18819926470648,121.41373564273864,31.22041076094213
3号线,3号线,宝山路,中山公园,12,121.47185472145023,31.253450637692666,121.41373564273864,31.22041076094213
3号线,3号线,延安西路,中山公园,20,121.4124581726931,31.21148710552621,121.41373564273864,31.22041076094213
3号线,3号线,江湾镇,中山公园,19,121.48069079075636,31.307520474183196,121.41373564273864,31.22041076094213
3号线,3号线,漕溪路,中山公园,15,121.433738221966,31.178510081815766,121.41373564273864,31.22041076094213
3号线,3号线,石龙路,中山公园,21,121.43863708528887,31.15985661484627,121.41373564273864,31.22041076094213
3号线,3号线,虹口足球场,中山公园,18,121.47460987529377,31.27359150693548,121.41373564273864,31.22041076094213
3号线,3号线,赤峰路,中山公园,12,121.47795944040102,31.28313938375795,121.41373564273864,31.22041076094213
