本站编码,上次过站编号,车牌号码,slon,slat,elon,elat
572,717,2,123.90017730000011,44.0480527,125.14494475000004,43.86810495000003
574,717,26,123.53722580200008,43.643090862000065,125.14494475000004,43.86810495000003
581,717,1,124.58174242900009,45.03583009300007,125.14494475000004,43.86810495000003
591,717,7,124.96698765000008,45.42920945000003,125.14494475000004,43.86810495000003
593,717,3,124.88730995100002,45.170218057000056,125.14494475000004,43.86810495000003
594,717,5,124.8500190100001,45.09731913300004,125.14494475000004,43.86810495000003
596,717,1,124.72368478200008,45.16598892400003,125.14494475000004,43.86810495000003
611,717,34,126.11295746700011,45.11385153200007,125.14494475000004,43.86810495000003
612,717,2,125.99638577300004,44.99053530400005,125.14494475000004,43.86810495000003
613,717,8,125.91400405000002,44.839689650000025,125.14494475000004,43.86810495000003
621,717,5,125.65881252500003,44.53435361900006,125.14494475000004,43.86810495000003
622,717,6,125.41400851800006,44.12989938800007,125.14494475000004,43.86810495000003
711,717,22,124.98930631100006,43.86203878100008,125.14494475000004,43.86810495000003
712,717,98,124.7935082,43.856899250000026,125.14494475000004,43.86810495000003
713,717,56,124.60561375000009,43.83293825000004,125.14494475000004,43.86810495000003
714,717,15,124.42560954100009,43.818770603000075,125.14494475000004,43.86810495000003
715,717,20,124.14195211000003,43.771561725000026,125.14494475000004,43.86810495000003
716,717,9,123.86128298900007,43.706779365000045,125.14494475000004,43.86810495000003
891,717,7,123.56263058700006,43.42447649700006,125.14494475000004,43.86810495000003
893,717,40,123.63304482900003,43.59561363200004,125.14494475000004,43.86810495000003
112,111,237,124.43832295800007,43.13609680600007,124.4118480410001,43.10218694100007
113,111,13,124.6057803000001,43.30978915000003,124.4118480410001,43.10218694100007
114,111,20,124.5301573700001,43.23501883700004,124.4118480410001,43.10218694100007
121,111,133,124.83180625300008,43.479668133000075,124.4118480410001,43.10218694100007
122,111,127,125.1095093880001,43.68619200400008,124.4118480410001,43.10218694100007
131,111,311,125.3209912000001,43.7925926,124.4118480410001,43.10218694100007
132,111,130,125.40367465000008,43.832945650000056,124.4118480410001,43.10218694100007
133,111,152,125.45553092300008,43.94948199800007,124.4118480410001,43.10218694100007
134,111,31,125.39053413200008,44.01310719500003,124.4118480410001,43.10218694100007
213,111,1,125.30262193400006,43.57254846700005,124.4118480410001,43.10218694100007
311,111,120,125.44269073300006,43.88860573300008,124.4118480410001,43.10218694100007
312,111,2,125.64987923700005,43.968514371000026,124.4118480410001,43.10218694100007
313,111,5,125.8115129,43.9761267000001,124.4118480410001,43.10218694100007
31A,111,3,125.53931703500007,43.911484846000064,124.4118480410001,43.10218694100007
321,111,124,126.4159946000001,43.8916856000001,124.4118480410001,43.10218694100007
411,111,46,125.25600753800006,43.98591059000006,124.4118480410001,43.10218694100007
412,111,36,125.17844416900004,43.930943366000065,124.4118480410001,43.10218694100007
511,111,18,125.30232206200003,43.98087807500008,124.4118480410001,43.10218694100007
512,111,2,125.16413452500001,44.16457268000005,124.4118480410001,43.10218694100007
513,111,8,125.12127130200008,44.41422188800004,124.4118480410001,43.10218694100007
521,111,1,125.12547930200003,44.65734339800008,124.4118480410001,43.10218694100007
522,111,3,125.0262523990001,44.84656761400004,124.4118480410001,43.10218694100007
523,111,2,124.73169542700009,45.09201422400008,124.4118480410001,43.10218694100007
524,111,1,124.5371307260001,45.27445964200007,124.4118480410001,43.10218694100007
591,111,15,124.96698765000008,45.42920945000003,124.4118480410001,43.10218694100007
592,111,1,124.96324182300009,45.375669953000056,124.4118480410001,43.10218694100007
593,111,1,124.88730995100002,45.170218057000056,124.4118480410001,43.10218694100007
594,111,4,124.8500190100001,45.09731913300004,124.4118480410001,43.10218694100007
611,111,592,126.11295746700011,45.11385153200007,124.4118480410001,43.10218694100007
612,111,9,125.99638577300004,44.99053530400005,124.4118480410001,43.10218694100007
613,111,36,125.91400405000002,44.839689650000025,124.4118480410001,43.10218694100007
621,111,11,125.65881252500003,44.53435361900006,124.4118480410001,43.10218694100007
622,111,12,125.41400851800006,44.12989938800007,124.4118480410001,43.10218694100007
711,111,3,124.98930631100006,43.86203878100008,124.4118480410001,43.10218694100007
717,111,168,125.14494475000004,43.86810495000003,124.4118480410001,43.10218694100007
112,212,4,124.43832295800007,43.13609680600007,125.3226954,43.3594368
122,212,12,125.1095093880001,43.68619200400008,125.3226954,43.3594368
131,212,1005,125.3209912000001,43.7925926,125.3226954,43.3594368
132,212,88,125.40367465000008,43.832945650000056,125.3226954,43.3594368
133,212,4,125.45553092300008,43.94948199800007,125.3226954,43.3594368
134,212,6,125.39053413200008,44.01310719500003,125.3226954,43.3594368
213,212,43,125.30262193400006,43.57254846700005,125.3226954,43.3594368
221,212,38,125.16938424400007,42.96104771000006,125.3226954,43.3594368
222,212,5,125.24533531700001,43.05603528200004,125.3226954,43.3594368
223,212,2,125.30422112500003,43.22071725300003,125.3226954,43.3594368
231,212,21,125.47032769400005,43.128101549000064,125.3226954,43.3594368
232,212,2,125.50120040100012,42.964997082000025,125.3226954,43.3594368
233,212,30,125.56291625100005,42.68225550100004,125.3226954,43.3594368
241,212,181,125.5103099,43.18727215000007,125.3226954,43.3594368
242,212,4,125.75605742300002,43.046815276000075,125.3226954,43.3594368
244,212,4,126.11105144700002,42.70220170600004,125.3226954,43.3594368
245,212,3,126.2191815000001,42.63006414500006,125.3226954,43.3594368
251,212,5,126.43160545,42.47803645000005,125.3226954,43.3594368
252,212,5,126.74025045000008,42.37168875000003,125.3226954,43.3594368
254,212,1,127.06894057500006,42.28726589100006,125.3226954,43.3594368
255,212,3,127.27065426600007,42.30857574400005,125.3226954,43.3594368
256,212,2,127.4246418,42.18310995000007,125.3226954,43.3594368
297,212,7,125.86151678500005,41.79211507800005,125.3226954,43.3594368
311,212,12,125.44269073300006,43.88860573300008,125.3226954,43.3594368
312,212,9,125.64987923700005,43.968514371000026,125.3226954,43.3594368
31A,212,2,125.53931703500007,43.911484846000064,125.3226954,43.3594368
321,212,12,126.4159946000001,43.8916856000001,125.3226954,43.3594368
33D,212,2,127.67961609000008,42.51734649100007,125.3226954,43.3594368
375,212,3,126.4965091,43.7948124000001,125.3226954,43.3594368
379,212,3,125.98906661500007,42.96706881600005,125.3226954,43.3594368
37A,212,1,125.82228721700005,42.793386256000076,125.3226954,43.3594368
37B,212,4,125.64328248300001,42.571517767000046,125.3226954,43.3594368
37E,212,4,125.28489156400008,42.300966050000056,125.3226954,43.3594368
381,212,1,125.78149765000012,42.0345816000001,125.3226954,43.3594368
383,212,9,125.80804557900001,42.34677105900005,125.3226954,43.3594368
385,212,2,125.75003957700005,42.60196191000006,125.3226954,43.3594368
391,212,23,126.4736873000001,41.974801350000064,125.3226954,43.3594368
392,212,1,126.27115843000001,42.247578522000026,125.3226954,43.3594368
411,212,2,125.25600753800006,43.98591059000006,125.3226954,43.3594368
514,212,1,125.16459091200011,44.4586728,125.3226954,43.3594368
542,212,1,122.90041220000012,45.6017131,125.3226954,43.3594368
591,212,1,124.96698765000008,45.42920945000003,125.3226954,43.3594368
594,212,1,124.8500190100001,45.09731913300004,125.3226954,43.3594368
611,212,7,126.11295746700011,45.11385153200007,125.3226954,43.3594368
622,212,1,125.41400851800006,44.12989938800007,125.3226954,43.3594368
712,212,1,124.7935082,43.856899250000026,125.3226954,43.3594368
717,212,2,125.14494475000004,43.86810495000003,125.3226954,43.3594368
112,242,1,124.43832295800007,43.13609680600007,125.75605742300002,43.046815276000075
122,242,1,125.1095093880001,43.68619200400008,125.75605742300002,43.046815276000075
131,242,192,125.3209912000001,43.7925926,125.75605742300002,43.046815276000075
132,242,17,125.40367465000008,43.832945650000056,125.75605742300002,43.046815276000075
133,242,4,125.45553092300008,43.94948199800007,125.75605742300002,43.046815276000075
134,242,1,125.39053413200008,44.01310719500003,125.75605742300002,43.046815276000075
212,242,11,125.3226954,43.3594368,125.75605742300002,43.046815276000075
221,242,1,125.16938424400007,42.96104771000006,125.75605742300002,43.046815276000075
231,242,1,125.47032769400005,43.128101549000064,125.75605742300002,43.046815276000075
241,242,2,125.5103099,43.18727215000007,125.75605742300002,43.046815276000075
244,242,1,126.11105144700002,42.70220170600004,125.75605742300002,43.046815276000075
311,242,3,125.44269073300006,43.88860573300008,125.75605742300002,43.046815276000075
312,242,9,125.64987923700005,43.968514371000026,125.75605742300002,43.046815276000075
33D,242,1,127.67961609000008,42.51734649100007,125.75605742300002,43.046815276000075
379,242,1,125.98906661500007,42.96706881600005,125.75605742300002,43.046815276000075
37E,242,2,125.28489156400008,42.300966050000056,125.75605742300002,43.046815276000075
391,242,3,126.4736873000001,41.974801350000064,125.75605742300002,43.046815276000075
412,242,1,125.17844416900004,43.930943366000065,125.75605742300002,43.046815276000075
591,242,1,124.96698765000008,45.42920945000003,125.75605742300002,43.046815276000075
612,242,1,125.99638577300004,44.99053530400005,125.75605742300002,43.046815276000075
893,242,1,123.63304482900003,43.59561363200004,125.75605742300002,43.046815276000075
112,256,1,124.43832295800007,43.13609680600007,127.4246418,42.18310995000007
114,256,1,124.5301573700001,43.23501883700004,127.4246418,42.18310995000007
131,256,31,125.3209912000001,43.7925926,127.4246418,42.18310995000007
132,256,4,125.40367465000008,43.832945650000056,127.4246418,42.18310995000007
212,256,5,125.3226954,43.3594368,127.4246418,42.18310995000007
233,256,1,125.56291625100005,42.68225550100004,127.4246418,42.18310995000007
243,256,2,126.0128726150001,42.81713902300004,127.4246418,42.18310995000007
244,256,4,126.11105144700002,42.70220170600004,127.4246418,42.18310995000007
245,256,2,126.2191815000001,42.63006414500006,127.4246418,42.18310995000007
251,256,1,126.43160545,42.47803645000005,127.4246418,42.18310995000007
252,256,8,126.74025045000008,42.37168875000003,127.4246418,42.18310995000007
253,256,1,126.9197343000001,42.2639521,127.4246418,42.18310995000007
254,256,3,127.06894057500006,42.28726589100006,127.4246418,42.18310995000007
255,256,98,127.27065426600007,42.30857574400005,127.4246418,42.18310995000007
257,256,7,127.5419469840001,42.132698453000046,127.4246418,42.18310995000007
258,256,1,127.60428835200003,42.09473137200007,127.4246418,42.18310995000007
259,256,1,127.28470948600011,42.36702901700005,127.4246418,42.18310995000007
291,256,9,125.33907782900008,41.72316806100008,127.4246418,42.18310995000007
294,256,1,125.77106545000004,41.673053150000044,127.4246418,42.18310995000007
295,256,1,125.52592370800005,41.52195489600007,127.4246418,42.18310995000007
297,256,9,125.86151678500005,41.79211507800005,127.4246418,42.18310995000007
312,256,1,125.64987923700005,43.968514371000026,127.4246418,42.18310995000007
33D,256,11,127.67961609000008,42.51734649100007,127.4246418,42.18310995000007
375,256,2,126.4965091,43.7948124000001,127.4246418,42.18310995000007
376,256,1,126.41218788100002,43.677853920000075,127.4246418,42.18310995000007
378,256,1,126.00717761600004,43.12554858100003,127.4246418,42.18310995000007
379,256,1,125.98906661500007,42.96706881600005,127.4246418,42.18310995000007
37B,256,2,125.64328248300001,42.571517767000046,127.4246418,42.18310995000007
37E,256,5,125.28489156400008,42.300966050000056,127.4246418,42.18310995000007
391,256,3,126.4736873000001,41.974801350000064,127.4246418,42.18310995000007
397,256,40,126.57924563800009,42.096445593000055,127.4246418,42.18310995000007
399,256,1,126.15362312100001,42.016350198000055,127.4246418,42.18310995000007
412,256,1,125.17844416900004,43.930943366000065,127.4246418,42.18310995000007
112,391,4,124.43832295800007,43.13609680600007,126.4736873000001,41.974801350000064
131,391,208,125.3209912000001,43.7925926,126.4736873000001,41.974801350000064
132,391,20,125.40367465000008,43.832945650000056,126.4736873000001,41.974801350000064
133,391,1,125.45553092300008,43.94948199800007,126.4736873000001,41.974801350000064
134,391,1,125.39053413200008,44.01310719500003,126.4736873000001,41.974801350000064
212,391,25,125.3226954,43.3594368,126.4736873000001,41.974801350000064
213,391,1,125.30262193400006,43.57254846700005,126.4736873000001,41.974801350000064
233,391,7,125.56291625100005,42.68225550100004,126.4736873000001,41.974801350000064
241,391,2,125.5103099,43.18727215000007,126.4736873000001,41.974801350000064
242,391,1,125.75605742300002,43.046815276000075,126.4736873000001,41.974801350000064
243,391,6,126.0128726150001,42.81713902300004,126.4736873000001,41.974801350000064
244,391,7,126.11105144700002,42.70220170600004,126.4736873000001,41.974801350000064
245,391,1,126.2191815000001,42.63006414500006,126.4736873000001,41.974801350000064
252,391,4,126.74025045000008,42.37168875000003,126.4736873000001,41.974801350000064
255,391,1,127.27065426600007,42.30857574400005,126.4736873000001,41.974801350000064
256,391,3,127.4246418,42.18310995000007,126.4736873000001,41.974801350000064
257,391,2,127.5419469840001,42.132698453000046,126.4736873000001,41.974801350000064
258,391,1,127.60428835200003,42.09473137200007,126.4736873000001,41.974801350000064
259,391,1,127.28470948600011,42.36702901700005,126.4736873000001,41.974801350000064
291,391,28,125.33907782900008,41.72316806100008,126.4736873000001,41.974801350000064
294,391,2,125.77106545000004,41.673053150000044,126.4736873000001,41.974801350000064
295,391,4,125.52592370800005,41.52195489600007,126.4736873000001,41.974801350000064
297,391,2,125.86151678500005,41.79211507800005,126.4736873000001,41.974801350000064
311,391,3,125.44269073300006,43.88860573300008,126.4736873000001,41.974801350000064
312,391,7,125.64987923700005,43.968514371000026,126.4736873000001,41.974801350000064
323,391,3,126.54949530900001,43.943748937000066,126.4736873000001,41.974801350000064
33D,391,2,127.67961609000008,42.51734649100007,126.4736873000001,41.974801350000064
375,391,13,126.4965091,43.7948124000001,126.4736873000001,41.974801350000064
379,391,1,125.98906661500007,42.96706881600005,126.4736873000001,41.974801350000064
37B,391,1,125.64328248300001,42.571517767000046,126.4736873000001,41.974801350000064
381,391,5,125.78149765000012,42.0345816000001,126.4736873000001,41.974801350000064
382,391,1,125.81520487000012,42.249826908000045,126.4736873000001,41.974801350000064
384,391,2,125.75093260300002,42.50685652400006,126.4736873000001,41.974801350000064
385,391,2,125.75003957700005,42.60196191000006,126.4736873000001,41.974801350000064
392,391,9,126.27115843000001,42.247578522000026,126.4736873000001,41.974801350000064
393,391,1,126.21020338500011,42.43164050300004,126.4736873000001,41.974801350000064
394,391,3,126.23875010100005,42.502940618000025,126.4736873000001,41.974801350000064
397,391,1,126.57924563800009,42.096445593000055,126.4736873000001,41.974801350000064
398,391,1,126.0187518,41.9626732,126.4736873000001,41.974801350000064
3A1,391,3,126.62190855400002,43.93965094600003,126.4736873000001,41.974801350000064
3A5,391,1,126.81859515100007,44.288285280000025,126.4736873000001,41.974801350000064
3A8,391,1,127.19147194600009,44.62317776500004,126.4736873000001,41.974801350000064
412,391,1,125.17844416900004,43.930943366000065,126.4736873000001,41.974801350000064
594,391,1,124.8500190100001,45.09731913300004,126.4736873000001,41.974801350000064
611,391,2,126.11295746700011,45.11385153200007,126.4736873000001,41.974801350000064
621,391,1,125.65881252500003,44.53435361900006,126.4736873000001,41.974801350000064
717,391,1,125.14494475000004,43.86810495000003,126.4736873000001,41.974801350000064
112,531,1,124.43832295800007,43.13609680600007,124.23775261800006,45.50028848200003
121,531,1,124.83180625300008,43.479668133000075,124.23775261800006,45.50028848200003
132,531,5,125.40367465000008,43.832945650000056,124.23775261800006,45.50028848200003
134,531,1,125.39053413200008,44.01310719500003,124.23775261800006,45.50028848200003
221,531,1,125.16938424400007,42.96104771000006,124.23775261800006,45.50028848200003
311,531,3,125.44269073300006,43.88860573300008,124.23775261800006,45.50028848200003
312,531,4,125.64987923700005,43.968514371000026,124.23775261800006,45.50028848200003
321,531,4,126.4159946000001,43.8916856000001,124.23775261800006,45.50028848200003
411,531,7,125.25600753800006,43.98591059000006,124.23775261800006,45.50028848200003
412,531,1,125.17844416900004,43.930943366000065,124.23775261800006,45.50028848200003
511,531,86,125.30232206200003,43.98087807500008,124.23775261800006,45.50028848200003
512,531,1,125.16413452500001,44.16457268000005,124.23775261800006,45.50028848200003
513,531,1,125.12127130200008,44.41422188800004,124.23775261800006,45.50028848200003
514,531,3,125.16459091200011,44.4586728,124.23775261800006,45.50028848200003
522,531,2,125.0262523990001,44.84656761400004,124.23775261800006,45.50028848200003
523,531,29,124.73169542700009,45.09201422400008,124.23775261800006,45.50028848200003
524,531,15,124.5371307260001,45.27445964200007,124.23775261800006,45.50028848200003
532,531,48,124.062307454,45.56547340800006,124.23775261800006,45.50028848200003
533,531,96,123.76207207200002,45.599422711000045,124.23775261800006,45.50028848200003
534,531,19,123.34258921500009,45.55118972500003,124.23775261800006,45.50028848200003
535,531,9,123.12902195100003,45.573517448000075,124.23775261800006,45.50028848200003
541,531,24,122.891961476,45.56020383900005,124.23775261800006,45.50028848200003
542,531,56,122.90041220000012,45.6017131,124.23775261800006,45.50028848200003
543,531,3,122.87090865900007,45.66553017100006,124.23775261800006,45.50028848200003
544,531,1,122.75180975,45.66679135000004,124.23775261800006,45.50028848200003
546,531,1,122.39597567800001,45.85563062400007,124.23775261800006,45.50028848200003
547,531,2,122.37222230200007,45.87065884500004,124.23775261800006,45.50028848200003
548,531,3,122.8100464360001,45.54603274800007,124.23775261800006,45.50028848200003
552,531,2,122.7498806210001,45.593189187000064,124.23775261800006,45.50028848200003
553,531,1,122.90112341000008,45.19290547300005,124.23775261800006,45.50028848200003
554,531,7,122.8562708400001,45.32926113600007,124.23775261800006,45.50028848200003
555,531,2,123.08407230000012,45.821418150000056,124.23775261800006,45.50028848200003
557,531,1,123.29865627100003,46.081459937000034,124.23775261800006,45.50028848200003
559,531,1,123.37292653500003,46.19552266100004,124.23775261800006,45.50028848200003
591,531,4,124.96698765000008,45.42920945000003,124.23775261800006,45.50028848200003
593,531,4,124.88730995100002,45.170218057000056,124.23775261800006,45.50028848200003
594,531,15,124.8500190100001,45.09731913300004,124.23775261800006,45.50028848200003
595,531,7,124.7556024380001,45.21272907100007,124.23775261800006,45.50028848200003
596,531,57,124.72368478200008,45.16598892400003,124.23775261800006,45.50028848200003
711,531,1,124.98930631100006,43.86203878100008,124.23775261800006,45.50028848200003
717,531,5,125.14494475000004,43.86810495000003,124.23775261800006,45.50028848200003
891,531,5,123.56263058700006,43.42447649700006,124.23775261800006,45.50028848200003
893,531,1,123.63304482900003,43.59561363200004,124.23775261800006,45.50028848200003
112,542,1,124.43832295800007,43.13609680600007,122.90041220000012,45.6017131
132,542,2,125.40367465000008,43.832945650000056,122.90041220000012,45.6017131
212,542,1,125.3226954,43.3594368,122.90041220000012,45.6017131
294,542,1,125.77106545000004,41.673053150000044,122.90041220000012,45.6017131
312,542,2,125.64987923700005,43.968514371000026,122.90041220000012,45.6017131
321,542,3,126.4159946000001,43.8916856000001,122.90041220000012,45.6017131
411,542,4,125.25600753800006,43.98591059000006,122.90041220000012,45.6017131
511,542,31,125.30232206200003,43.98087807500008,122.90041220000012,45.6017131
521,542,1,125.12547930200003,44.65734339800008,122.90041220000012,45.6017131
522,542,1,125.0262523990001,44.84656761400004,122.90041220000012,45.6017131
523,542,9,124.73169542700009,45.09201422400008,122.90041220000012,45.6017131
524,542,11,124.5371307260001,45.27445964200007,122.90041220000012,45.6017131
531,542,32,124.23775261800006,45.50028848200003,122.90041220000012,45.6017131
532,542,1,124.062307454,45.56547340800006,122.90041220000012,45.6017131
533,542,24,123.76207207200002,45.599422711000045,122.90041220000012,45.6017131
534,542,11,123.34258921500009,45.55118972500003,122.90041220000012,45.6017131
535,542,11,123.12902195100003,45.573517448000075,122.90041220000012,45.6017131
541,542,6,122.891961476,45.56020383900005,122.90041220000012,45.6017131
543,542,10,122.87090865900007,45.66553017100006,122.90041220000012,45.6017131
544,542,4,122.75180975,45.66679135000004,122.90041220000012,45.6017131
545,542,1,122.56571582300012,45.733326033000026,122.90041220000012,45.6017131
546,542,4,122.39597567800001,45.85563062400007,122.90041220000012,45.6017131
547,542,3,122.37222230200007,45.87065884500004,122.90041220000012,45.6017131
548,542,2,122.8100464360001,45.54603274800007,122.90041220000012,45.6017131
549,542,2,122.9213355500001,45.5247826,122.90041220000012,45.6017131
553,542,15,122.90112341000008,45.19290547300005,122.90041220000012,45.6017131
554,542,7,122.8562708400001,45.32926113600007,122.90041220000012,45.6017131
555,542,88,123.08407230000012,45.821418150000056,122.90041220000012,45.6017131
556,542,2,123.18774292000012,45.93509130700005,122.90041220000012,45.6017131
557,542,1,123.29865627100003,46.081459937000034,122.90041220000012,45.6017131
558,542,1,123.37413022200008,46.18775104200006,122.90041220000012,45.6017131
559,542,12,123.37292653500003,46.19552266100004,122.90041220000012,45.6017131
591,542,4,124.96698765000008,45.42920945000003,122.90041220000012,45.6017131
593,542,7,124.88730995100002,45.170218057000056,122.90041220000012,45.6017131
594,542,2,124.8500190100001,45.09731913300004,122.90041220000012,45.6017131
595,542,2,124.7556024380001,45.21272907100007,122.90041220000012,45.6017131
596,542,17,124.72368478200008,45.16598892400003,122.90041220000012,45.6017131
717,542,2,125.14494475000004,43.86810495000003,122.90041220000012,45.6017131
112,552,1,124.43832295800007,43.13609680600007,122.7498806210001,45.593189187000064
132,552,1,125.40367465000008,43.832945650000056,122.7498806210001,45.593189187000064
312,552,1,125.64987923700005,43.968514371000026,122.7498806210001,45.593189187000064
383,552,1,125.80804557900001,42.34677105900005,122.7498806210001,45.593189187000064
411,552,2,125.25600753800006,43.98591059000006,122.7498806210001,45.593189187000064
511,552,1,125.30232206200003,43.98087807500008,122.7498806210001,45.593189187000064
523,552,1,124.73169542700009,45.09201422400008,122.7498806210001,45.593189187000064
524,552,1,124.5371307260001,45.27445964200007,122.7498806210001,45.593189187000064
531,552,3,124.23775261800006,45.50028848200003,122.7498806210001,45.593189187000064
533,552,3,123.76207207200002,45.599422711000045,122.7498806210001,45.593189187000064
534,552,1,123.34258921500009,45.55118972500003,122.7498806210001,45.593189187000064
541,552,3,122.891961476,45.56020383900005,122.7498806210001,45.593189187000064
544,552,1,122.75180975,45.66679135000004,122.7498806210001,45.593189187000064
545,552,10,122.56571582300012,45.733326033000026,122.7498806210001,45.593189187000064
546,552,13,122.39597567800001,45.85563062400007,122.7498806210001,45.593189187000064
547,552,6,122.37222230200007,45.87065884500004,122.7498806210001,45.593189187000064
548,552,10,122.8100464360001,45.54603274800007,122.7498806210001,45.593189187000064
553,552,2,122.90112341000008,45.19290547300005,122.7498806210001,45.593189187000064
555,552,1,123.08407230000012,45.821418150000056,122.7498806210001,45.593189187000064
596,552,2,124.72368478200008,45.16598892400003,122.7498806210001,45.593189187000064
112,555,1,124.43832295800007,43.13609680600007,123.08407230000012,45.821418150000056
412,555,1,125.17844416900004,43.930943366000065,123.08407230000012,45.821418150000056
511,555,5,125.30232206200003,43.98087807500008,123.08407230000012,45.821418150000056
523,555,2,124.73169542700009,45.09201422400008,123.08407230000012,45.821418150000056
524,555,2,124.5371307260001,45.27445964200007,123.08407230000012,45.821418150000056
531,555,5,124.23775261800006,45.50028848200003,123.08407230000012,45.821418150000056
533,555,1,123.76207207200002,45.599422711000045,123.08407230000012,45.821418150000056
535,555,1,123.12902195100003,45.573517448000075,123.08407230000012,45.821418150000056
541,555,11,122.891961476,45.56020383900005,123.08407230000012,45.821418150000056
542,555,116,122.90041220000012,45.6017131,123.08407230000012,45.821418150000056
543,555,277,122.87090865900007,45.66553017100006,123.08407230000012,45.821418150000056
544,555,11,122.75180975,45.66679135000004,123.08407230000012,45.821418150000056
546,555,1,122.39597567800001,45.85563062400007,123.08407230000012,45.821418150000056
547,555,7,122.37222230200007,45.87065884500004,123.08407230000012,45.821418150000056
548,555,2,122.8100464360001,45.54603274800007,123.08407230000012,45.821418150000056
549,555,9,122.9213355500001,45.5247826,123.08407230000012,45.821418150000056
552,555,1,122.7498806210001,45.593189187000064,123.08407230000012,45.821418150000056
553,555,10,122.90112341000008,45.19290547300005,123.08407230000012,45.821418150000056
554,555,11,122.8562708400001,45.32926113600007,123.08407230000012,45.821418150000056
557,555,1,123.29865627100003,46.081459937000034,123.08407230000012,45.821418150000056
558,555,1,123.37413022200008,46.18775104200006,123.08407230000012,45.821418150000056
559,555,3,123.37292653500003,46.19552266100004,123.08407230000012,45.821418150000056
574,555,2,123.53722580200008,43.643090862000065,123.08407230000012,45.821418150000056
595,555,1,124.7556024380001,45.21272907100007,123.08407230000012,45.821418150000056
596,555,1,124.72368478200008,45.16598892400003,123.08407230000012,45.821418150000056
891,555,1,123.56263058700006,43.42447649700006,123.08407230000012,45.821418150000056
114,326,1,124.5301573700001,43.23501883700004,127.29828991400007,43.89168362800007
131,326,6,125.3209912000001,43.7925926,127.29828991400007,43.89168362800007
132,326,3,125.40367465000008,43.832945650000056,127.29828991400007,43.89168362800007
133,326,1,125.45553092300008,43.94948199800007,127.29828991400007,43.89168362800007
134,326,2,125.39053413200008,44.01310719500003,127.29828991400007,43.89168362800007
311,326,18,125.44269073300006,43.88860573300008,127.29828991400007,43.89168362800007
322,326,5,126.4637434870001,43.93134627500007,127.29828991400007,43.89168362800007
323,326,5,126.54949530900001,43.943748937000066,127.29828991400007,43.89168362800007
325,326,31,126.88933209900006,43.915478173000054,127.29828991400007,43.89168362800007
327,326,8,127.3566136000001,43.7776381,127.29828991400007,43.89168362800007
328,326,2,127.71960776700007,43.6336182000001,127.29828991400007,43.89168362800007
333,326,6,128.3021198890001,43.37450849800007,127.29828991400007,43.89168362800007
334,326,1,128.52245899600007,43.31925849600003,127.29828991400007,43.89168362800007
335,326,1,128.68901562200006,43.699083855000026,127.29828991400007,43.89168362800007
338,326,2,128.19249752200005,43.442623981000054,127.29828991400007,43.89168362800007
339,326,1,128.1497106,43.36082495000005,127.29828991400007,43.89168362800007
33A,326,1,128.05397199200002,43.19157897100007,127.29828991400007,43.89168362800007
341,326,1,128.957026,43.1396928,127.29828991400007,43.89168362800007
343,326,2,129.4842795090001,42.989804751000065,127.29828991400007,43.89168362800007
344,326,1,129.7908429890001,43.014786162000064,127.29828991400007,43.89168362800007
345,326,4,129.3548533000001,42.89936395700005,127.29828991400007,43.89168362800007
361,326,1,129.67826295100008,43.32924480100007,127.29828991400007,43.89168362800007
371,326,61,126.70545923100008,43.94170829500007,127.29828991400007,43.89168362800007
372,326,3,126.65897007300009,43.826640154000074,127.29828991400007,43.89168362800007
373,326,17,126.61547574000008,43.788298627000074,127.29828991400007,43.89168362800007
374,326,3,126.56707860300003,43.774025935000054,127.29828991400007,43.89168362800007
375,326,2,126.4965091,43.7948124000001,127.29828991400007,43.89168362800007
378,326,1,126.00717761600004,43.12554858100003,127.29828991400007,43.89168362800007
3A1,326,4,126.62190855400002,43.93965094600003,127.29828991400007,43.89168362800007
574,326,1,123.53722580200008,43.643090862000065,127.29828991400007,43.89168362800007
121,3A4,1,124.83180625300008,43.479668133000075,126.81859515100007,44.288285280000025
131,3A4,5,125.3209912000001,43.7925926,126.81859515100007,44.288285280000025
132,3A4,3,125.40367465000008,43.832945650000056,126.81859515100007,44.288285280000025
311,3A4,11,125.44269073300006,43.88860573300008,126.81859515100007,44.288285280000025
323,3A4,7,126.54949530900001,43.943748937000066,126.81859515100007,44.288285280000025
363,3A4,1,129.2506863000001,42.77238529500005,126.81859515100007,44.288285280000025
373,3A4,1,126.61547574000008,43.788298627000074,126.81859515100007,44.288285280000025
37B,3A4,1,125.64328248300001,42.571517767000046,126.81859515100007,44.288285280000025
3A1,3A4,15,126.62190855400002,43.93965094600003,126.81859515100007,44.288285280000025
3A3,3A4,3,126.63026963700008,44.14593252800006,126.81859515100007,44.288285280000025
3A5,3A4,41,126.81859515100007,44.288285280000025,126.81859515100007,44.288285280000025
3A6,3A4,1,127.02324018600007,44.468242290000035,126.81859515100007,44.288285280000025
3A7,3A4,1,127.17565523100006,44.572421020000036,126.81859515100007,44.288285280000025
3A8,3A4,2,127.19147194600009,44.62317776500004,126.81859515100007,44.288285280000025
717,3A4,1,125.14494475000004,43.86810495000003,126.81859515100007,44.288285280000025
121,535,1,124.83180625300008,43.479668133000075,123.12902195100003,45.573517448000075
132,535,4,125.40367465000008,43.832945650000056,123.12902195100003,45.573517448000075
