本站编码,上次过站编号,车牌号码,slon,slat,elon,elat
378,323,1,126.00717761600004,43.12554858100003,126.54949530900001,43.943748937000066
379,323,1,125.98906661500007,42.96706881600005,126.54949530900001,43.943748937000066
37B,323,2,125.64328248300001,42.571517767000046,126.54949530900001,43.943748937000066
37D,323,1,125.3632918610001,42.348693310000044,126.54949530900001,43.943748937000066
37E,323,9,125.28489156400008,42.300966050000056,126.54949530900001,43.943748937000066
383,323,2,125.80804557900001,42.34677105900005,126.54949530900001,43.943748937000066
384,323,1,125.75093260300002,42.50685652400006,126.54949530900001,43.943748937000066
3A1,323,16,126.62190855400002,43.93965094600003,126.54949530900001,43.943748937000066
3A4,323,7,126.81859515100007,44.288285280000025,126.54949530900001,43.943748937000066
3A5,323,20,126.81859515100007,44.288285280000025,126.54949530900001,43.943748937000066
3A6,323,2,127.02324018600007,44.468242290000035,126.54949530900001,43.943748937000066
3A8,323,6,127.19147194600009,44.62317776500004,126.54949530900001,43.943748937000066
524,323,1,124.5371307260001,45.27445964200007,126.54949530900001,43.943748937000066
574,323,1,123.53722580200008,43.643090862000065,126.54949530900001,43.943748937000066
621,323,1,125.65881252500003,44.53435361900006,126.54949530900001,43.943748937000066
622,323,1,125.41400851800006,44.12989938800007,126.54949530900001,43.943748937000066
715,323,1,124.14195211000003,43.771561725000026,126.54949530900001,43.943748937000066
716,323,1,123.86128298900007,43.706779365000045,126.54949530900001,43.943748937000066
717,323,4,125.14494475000004,43.86810495000003,126.54949530900001,43.943748937000066
111,325,1,124.4118480410001,43.10218694100007,126.88933209900006,43.915478173000054
122,325,1,125.1095093880001,43.68619200400008,126.88933209900006,43.915478173000054
131,325,3,125.3209912000001,43.7925926,126.88933209900006,43.915478173000054
132,325,3,125.40367465000008,43.832945650000056,126.88933209900006,43.915478173000054
134,325,2,125.39053413200008,44.01310719500003,126.88933209900006,43.915478173000054
311,325,9,125.44269073300006,43.88860573300008,126.88933209900006,43.915478173000054
321,325,1,126.4159946000001,43.8916856000001,126.88933209900006,43.915478173000054
322,325,6,126.4637434870001,43.93134627500007,126.88933209900006,43.915478173000054
323,325,2,126.54949530900001,43.943748937000066,126.88933209900006,43.915478173000054
326,325,29,127.29828991400007,43.89168362800007,126.88933209900006,43.915478173000054
327,325,11,127.3566136000001,43.7776381,126.88933209900006,43.915478173000054
334,325,1,128.52245899600007,43.31925849600003,126.88933209900006,43.915478173000054
338,325,1,128.19249752200005,43.442623981000054,126.88933209900006,43.915478173000054
339,325,1,128.1497106,43.36082495000005,126.88933209900006,43.915478173000054
341,325,1,128.957026,43.1396928,126.88933209900006,43.915478173000054
371,325,74,126.70545923100008,43.94170829500007,126.88933209900006,43.915478173000054
372,325,4,126.65897007300009,43.826640154000074,126.88933209900006,43.915478173000054
373,325,11,126.61547574000008,43.788298627000074,126.88933209900006,43.915478173000054
374,325,7,126.56707860300003,43.774025935000054,126.88933209900006,43.915478173000054
375,325,3,126.4965091,43.7948124000001,126.88933209900006,43.915478173000054
37B,325,1,125.64328248300001,42.571517767000046,126.88933209900006,43.915478173000054
3A1,325,3,126.62190855400002,43.93965094600003,126.88933209900006,43.915478173000054
3A3,325,1,126.63026963700008,44.14593252800006,126.88933209900006,43.915478173000054
3A4,325,1,126.81859515100007,44.288285280000025,126.88933209900006,43.915478173000054
111,327,2,124.4118480410001,43.10218694100007,127.3566136000001,43.7776381
112,327,1,124.43832295800007,43.13609680600007,127.3566136000001,43.7776381
131,327,12,125.3209912000001,43.7925926,127.3566136000001,43.7776381
132,327,26,125.40367465000008,43.832945650000056,127.3566136000001,43.7776381
133,327,3,125.45553092300008,43.94948199800007,127.3566136000001,43.7776381
134,327,3,125.39053413200008,44.01310719500003,127.3566136000001,43.7776381
233,327,1,125.56291625100005,42.68225550100004,127.3566136000001,43.7776381
259,327,1,127.28470948600011,42.36702901700005,127.3566136000001,43.7776381
297,327,1,125.86151678500005,41.79211507800005,127.3566136000001,43.7776381
311,327,42,125.44269073300006,43.88860573300008,127.3566136000001,43.7776381
312,327,4,125.64987923700005,43.968514371000026,127.3566136000001,43.7776381
313,327,4,125.8115129,43.9761267000001,127.3566136000001,43.7776381
31A,327,2,125.53931703500007,43.911484846000064,127.3566136000001,43.7776381
322,327,5,126.4637434870001,43.93134627500007,127.3566136000001,43.7776381
323,327,3,126.54949530900001,43.943748937000066,127.3566136000001,43.7776381
325,327,8,126.88933209900006,43.915478173000054,127.3566136000001,43.7776381
326,327,8,127.29828991400007,43.89168362800007,127.3566136000001,43.7776381
328,327,60,127.71960776700007,43.6336182000001,127.3566136000001,43.7776381
331,327,4,128.01297019100002,43.533607861000064,127.3566136000001,43.7776381
333,327,8,128.3021198890001,43.37450849800007,127.3566136000001,43.7776381
334,327,2,128.52245899600007,43.31925849600003,127.3566136000001,43.7776381
335,327,2,128.68901562200006,43.699083855000026,127.3566136000001,43.7776381
337,327,1,128.39975477200005,43.56018363700008,127.3566136000001,43.7776381
338,327,5,128.19249752200005,43.442623981000054,127.3566136000001,43.7776381
339,327,3,128.1497106,43.36082495000005,127.3566136000001,43.7776381
33B,327,2,128.01785769100002,42.890123619000065,127.3566136000001,43.7776381
341,327,2,128.957026,43.1396928,127.3566136000001,43.7776381
342,327,1,129.31765503300005,43.00420308100007,127.3566136000001,43.7776381
345,327,4,129.3548533000001,42.89936395700005,127.3566136000001,43.7776381
352,327,5,130.2733120910001,42.85572223200006,127.3566136000001,43.7776381
371,327,72,126.70545923100008,43.94170829500007,127.3566136000001,43.7776381
372,327,5,126.65897007300009,43.826640154000074,127.3566136000001,43.7776381
373,327,41,126.61547574000008,43.788298627000074,127.3566136000001,43.7776381
374,327,8,126.56707860300003,43.774025935000054,127.3566136000001,43.7776381
375,327,7,126.4965091,43.7948124000001,127.3566136000001,43.7776381
379,327,1,125.98906661500007,42.96706881600005,127.3566136000001,43.7776381
37B,327,1,125.64328248300001,42.571517767000046,127.3566136000001,43.7776381
37E,327,5,125.28489156400008,42.300966050000056,127.3566136000001,43.7776381
3A1,327,4,126.62190855400002,43.93965094600003,127.3566136000001,43.7776381
3A5,327,1,126.81859515100007,44.288285280000025,127.3566136000001,43.7776381
622,327,1,125.41400851800006,44.12989938800007,127.3566136000001,43.7776381
111,328,2,124.4118480410001,43.10218694100007,127.71960776700007,43.6336182000001
131,328,1,125.3209912000001,43.7925926,127.71960776700007,43.6336182000001
259,328,1,127.28470948600011,42.36702901700005,127.71960776700007,43.6336182000001
311,328,2,125.44269073300006,43.88860573300008,127.71960776700007,43.6336182000001
312,328,1,125.64987923700005,43.968514371000026,127.71960776700007,43.6336182000001
323,328,1,126.54949530900001,43.943748937000066,127.71960776700007,43.6336182000001
326,328,2,127.29828991400007,43.89168362800007,127.71960776700007,43.6336182000001
327,328,54,127.3566136000001,43.7776381,127.71960776700007,43.6336182000001
331,328,9,128.01297019100002,43.533607861000064,127.71960776700007,43.6336182000001
333,328,5,128.3021198890001,43.37450849800007,127.71960776700007,43.6336182000001
335,328,1,128.68901562200006,43.699083855000026,127.71960776700007,43.6336182000001
338,328,5,128.19249752200005,43.442623981000054,127.71960776700007,43.6336182000001
339,328,4,128.1497106,43.36082495000005,127.71960776700007,43.6336182000001
33A,328,1,128.05397199200002,43.19157897100007,127.71960776700007,43.6336182000001
33B,328,1,128.01785769100002,42.890123619000065,127.71960776700007,43.6336182000001
341,328,2,128.957026,43.1396928,127.71960776700007,43.6336182000001
345,328,1,129.3548533000001,42.89936395700005,127.71960776700007,43.6336182000001
371,328,3,126.70545923100008,43.94170829500007,127.71960776700007,43.6336182000001
373,328,3,126.61547574000008,43.788298627000074,127.71960776700007,43.6336182000001
374,328,1,126.56707860300003,43.774025935000054,127.71960776700007,43.6336182000001
37E,328,1,125.28489156400008,42.300966050000056,127.71960776700007,43.6336182000001
111,333,2,124.4118480410001,43.10218694100007,128.3021198890001,43.37450849800007
112,333,1,124.43832295800007,43.13609680600007,128.3021198890001,43.37450849800007
131,333,2,125.3209912000001,43.7925926,128.3021198890001,43.37450849800007
132,333,7,125.40367465000008,43.832945650000056,128.3021198890001,43.37450849800007
133,333,3,125.45553092300008,43.94948199800007,128.3021198890001,43.37450849800007
134,333,3,125.39053413200008,44.01310719500003,128.3021198890001,43.37450849800007
311,333,13,125.44269073300006,43.88860573300008,128.3021198890001,43.37450849800007
312,333,1,125.64987923700005,43.968514371000026,128.3021198890001,43.37450849800007
322,333,1,126.4637434870001,43.93134627500007,128.3021198890001,43.37450849800007
323,333,3,126.54949530900001,43.943748937000066,128.3021198890001,43.37450849800007
325,333,1,126.88933209900006,43.915478173000054,128.3021198890001,43.37450849800007
326,333,4,127.29828991400007,43.89168362800007,128.3021198890001,43.37450849800007
327,333,5,127.3566136000001,43.7776381,128.3021198890001,43.37450849800007
328,333,11,127.71960776700007,43.6336182000001,128.3021198890001,43.37450849800007
331,333,16,128.01297019100002,43.533607861000064,128.3021198890001,43.37450849800007
334,333,26,128.52245899600007,43.31925849600003,128.3021198890001,43.37450849800007
335,333,9,128.68901562200006,43.699083855000026,128.3021198890001,43.37450849800007
336,333,1,128.5844513500001,43.67693854100003,128.3021198890001,43.37450849800007
338,333,6,128.19249752200005,43.442623981000054,128.3021198890001,43.37450849800007
339,333,1,128.1497106,43.36082495000005,128.3021198890001,43.37450849800007
341,333,17,128.957026,43.1396928,128.3021198890001,43.37450849800007
342,333,8,129.31765503300005,43.00420308100007,128.3021198890001,43.37450849800007
343,333,28,129.4842795090001,42.989804751000065,128.3021198890001,43.37450849800007
344,333,7,129.7908429890001,43.014786162000064,128.3021198890001,43.37450849800007
345,333,78,129.3548533000001,42.89936395700005,128.3021198890001,43.37450849800007
352,333,8,130.2733120910001,42.85572223200006,128.3021198890001,43.37450849800007
361,333,2,129.67826295100008,43.32924480100007,128.3021198890001,43.37450849800007
363,333,11,129.2506863000001,42.77238529500005,128.3021198890001,43.37450849800007
371,333,12,126.70545923100008,43.94170829500007,128.3021198890001,43.37450849800007
372,333,1,126.65897007300009,43.826640154000074,128.3021198890001,43.37450849800007
373,333,4,126.61547574000008,43.788298627000074,128.3021198890001,43.37450849800007
374,333,1,126.56707860300003,43.774025935000054,128.3021198890001,43.37450849800007
376,333,1,126.41218788100002,43.677853920000075,128.3021198890001,43.37450849800007
37E,333,1,125.28489156400008,42.300966050000056,128.3021198890001,43.37450849800007
385,333,1,125.75003957700005,42.60196191000006,128.3021198890001,43.37450849800007
3A8,333,1,127.19147194600009,44.62317776500004,128.3021198890001,43.37450849800007
574,333,1,123.53722580200008,43.643090862000065,128.3021198890001,43.37450849800007
111,334,1,124.4118480410001,43.10218694100007,128.52245899600007,43.31925849600003
131,334,1,125.3209912000001,43.7925926,128.52245899600007,43.31925849600003
132,334,1,125.40367465000008,43.832945650000056,128.52245899600007,43.31925849600003
311,334,2,125.44269073300006,43.88860573300008,128.52245899600007,43.31925849600003
312,334,1,125.64987923700005,43.968514371000026,128.52245899600007,43.31925849600003
322,334,1,126.4637434870001,43.93134627500007,128.52245899600007,43.31925849600003
327,334,2,127.3566136000001,43.7776381,128.52245899600007,43.31925849600003
333,334,21,128.3021198890001,43.37450849800007,128.52245899600007,43.31925849600003
335,334,6,128.68901562200006,43.699083855000026,128.52245899600007,43.31925849600003
338,334,1,128.19249752200005,43.442623981000054,128.52245899600007,43.31925849600003
33B,334,1,128.01785769100002,42.890123619000065,128.52245899600007,43.31925849600003
341,334,7,128.957026,43.1396928,128.52245899600007,43.31925849600003
342,334,1,129.31765503300005,43.00420308100007,128.52245899600007,43.31925849600003
343,334,5,129.4842795090001,42.989804751000065,128.52245899600007,43.31925849600003
345,334,19,129.3548533000001,42.89936395700005,128.52245899600007,43.31925849600003
352,334,7,130.2733120910001,42.85572223200006,128.52245899600007,43.31925849600003
361,334,1,129.67826295100008,43.32924480100007,128.52245899600007,43.31925849600003
371,334,1,126.70545923100008,43.94170829500007,128.52245899600007,43.31925849600003
373,334,1,126.61547574000008,43.788298627000074,128.52245899600007,43.31925849600003
111,335,81,124.4118480410001,43.10218694100007,128.68901562200006,43.699083855000026
121,335,2,124.83180625300008,43.479668133000075,128.68901562200006,43.699083855000026
122,335,1,125.1095093880001,43.68619200400008,128.68901562200006,43.699083855000026
131,335,2,125.3209912000001,43.7925926,128.68901562200006,43.699083855000026
132,335,12,125.40367465000008,43.832945650000056,128.68901562200006,43.699083855000026
134,335,1,125.39053413200008,44.01310719500003,128.68901562200006,43.699083855000026
259,335,1,127.28470948600011,42.36702901700005,128.68901562200006,43.699083855000026
291,335,2,125.33907782900008,41.72316806100008,128.68901562200006,43.699083855000026
295,335,5,125.52592370800005,41.52195489600007,128.68901562200006,43.699083855000026
297,335,2,125.86151678500005,41.79211507800005,128.68901562200006,43.699083855000026
311,335,4,125.44269073300006,43.88860573300008,128.68901562200006,43.699083855000026
312,335,1,125.64987923700005,43.968514371000026,128.68901562200006,43.699083855000026
313,335,1,125.8115129,43.9761267000001,128.68901562200006,43.699083855000026
322,335,1,126.4637434870001,43.93134627500007,128.68901562200006,43.699083855000026
323,335,3,126.54949530900001,43.943748937000066,128.68901562200006,43.699083855000026
326,335,1,127.29828991400007,43.89168362800007,128.68901562200006,43.699083855000026
327,335,2,127.3566136000001,43.7776381,128.68901562200006,43.699083855000026
333,335,9,128.3021198890001,43.37450849800007,128.68901562200006,43.699083855000026
336,335,21,128.5844513500001,43.67693854100003,128.68901562200006,43.699083855000026
337,335,8,128.39975477200005,43.56018363700008,128.68901562200006,43.699083855000026
338,335,5,128.19249752200005,43.442623981000054,128.68901562200006,43.699083855000026
339,335,8,128.1497106,43.36082495000005,128.68901562200006,43.699083855000026
33A,335,2,128.05397199200002,43.19157897100007,128.68901562200006,43.699083855000026
33B,335,14,128.01785769100002,42.890123619000065,128.68901562200006,43.699083855000026
33D,335,1,127.67961609000008,42.51734649100007,128.68901562200006,43.699083855000026
343,335,2,129.4842795090001,42.989804751000065,128.68901562200006,43.699083855000026
345,335,1,129.3548533000001,42.89936395700005,128.68901562200006,43.699083855000026
351,335,1,130.0214416560001,43.03116279200003,128.68901562200006,43.699083855000026
363,335,1,129.2506863000001,42.77238529500005,128.68901562200006,43.699083855000026
371,335,1,126.70545923100008,43.94170829500007,128.68901562200006,43.699083855000026
373,335,5,126.61547574000008,43.788298627000074,128.68901562200006,43.699083855000026
374,335,8,126.56707860300003,43.774025935000054,128.68901562200006,43.699083855000026
375,335,2,126.4965091,43.7948124000001,128.68901562200006,43.699083855000026
376,335,4,126.41218788100002,43.677853920000075,128.68901562200006,43.699083855000026
37C,335,1,125.46131576200003,42.48591253700005,128.68901562200006,43.699083855000026
37D,335,1,125.3632918610001,42.348693310000044,128.68901562200006,43.699083855000026
37E,335,11,125.28489156400008,42.300966050000056,128.68901562200006,43.699083855000026
383,335,1,125.80804557900001,42.34677105900005,128.68901562200006,43.699083855000026
385,335,1,125.75003957700005,42.60196191000006,128.68901562200006,43.699083855000026
397,335,1,126.57924563800009,42.096445593000055,128.68901562200006,43.699083855000026
3A1,335,2,126.62190855400002,43.93965094600003,128.68901562200006,43.699083855000026
412,335,1,125.17844416900004,43.930943366000065,128.68901562200006,43.699083855000026
111,338,1,124.4118480410001,43.10218694100007,128.19249752200005,43.442623981000054
112,338,1,124.43832295800007,43.13609680600007,128.19249752200005,43.442623981000054
131,338,1,125.3209912000001,43.7925926,128.19249752200005,43.442623981000054
132,338,2,125.40367465000008,43.832945650000056,128.19249752200005,43.442623981000054
212,338,1,125.3226954,43.3594368,128.19249752200005,43.442623981000054
311,338,3,125.44269073300006,43.88860573300008,128.19249752200005,43.442623981000054
312,338,2,125.64987923700005,43.968514371000026,128.19249752200005,43.442623981000054
322,338,1,126.4637434870001,43.93134627500007,128.19249752200005,43.442623981000054
326,338,2,127.29828991400007,43.89168362800007,128.19249752200005,43.442623981000054
327,338,2,127.3566136000001,43.7776381,128.19249752200005,43.442623981000054
328,338,2,127.71960776700007,43.6336182000001,128.19249752200005,43.442623981000054
331,338,104,128.01297019100002,43.533607861000064,128.19249752200005,43.442623981000054
333,338,7,128.3021198890001,43.37450849800007,128.19249752200005,43.442623981000054
334,338,1,128.52245899600007,43.31925849600003,128.19249752200005,43.442623981000054
335,338,5,128.68901562200006,43.699083855000026,128.19249752200005,43.442623981000054
336,338,1,128.5844513500001,43.67693854100003,128.19249752200005,43.442623981000054
337,338,1,128.39975477200005,43.56018363700008,128.19249752200005,43.442623981000054
339,338,7,128.1497106,43.36082495000005,128.19249752200005,43.442623981000054
33A,338,1,128.05397199200002,43.19157897100007,128.19249752200005,43.442623981000054
33B,338,2,128.01785769100002,42.890123619000065,128.19249752200005,43.442623981000054
345,338,2,129.3548533000001,42.89936395700005,128.19249752200005,43.442623981000054
371,338,4,126.70545923100008,43.94170829500007,128.19249752200005,43.442623981000054
373,338,1,126.61547574000008,43.788298627000074,128.19249752200005,43.442623981000054
37B,338,1,125.64328248300001,42.571517767000046,128.19249752200005,43.442623981000054
3A2,338,1,126.62444284100002,44.005080038000074,128.19249752200005,43.442623981000054
3A8,338,1,127.19147194600009,44.62317776500004,128.19249752200005,43.442623981000054
111,339,1,124.4118480410001,43.10218694100007,128.1497106,43.36082495000005
131,339,1,125.3209912000001,43.7925926,128.1497106,43.36082495000005
132,339,3,125.40367465000008,43.832945650000056,128.1497106,43.36082495000005
134,339,1,125.39053413200008,44.01310719500003,128.1497106,43.36082495000005
212,339,1,125.3226954,43.3594368,128.1497106,43.36082495000005
233,339,1,125.56291625100005,42.68225550100004,128.1497106,43.36082495000005
251,339,1,126.43160545,42.47803645000005,128.1497106,43.36082495000005
255,339,2,127.27065426600007,42.30857574400005,128.1497106,43.36082495000005
256,339,2,127.4246418,42.18310995000007,128.1497106,43.36082495000005
257,339,1,127.5419469840001,42.132698453000046,128.1497106,43.36082495000005
311,339,11,125.44269073300006,43.88860573300008,128.1497106,43.36082495000005
312,339,2,125.64987923700005,43.968514371000026,128.1497106,43.36082495000005
313,339,1,125.8115129,43.9761267000001,128.1497106,43.36082495000005
31A,339,1,125.53931703500007,43.911484846000064,128.1497106,43.36082495000005
322,339,1,126.4637434870001,43.93134627500007,128.1497106,43.36082495000005
325,339,1,126.88933209900006,43.915478173000054,128.1497106,43.36082495000005
326,339,3,127.29828991400007,43.89168362800007,128.1497106,43.36082495000005
327,339,5,127.3566136000001,43.7776381,128.1497106,43.36082495000005
328,339,2,127.71960776700007,43.6336182000001,128.1497106,43.36082495000005
331,339,80,128.01297019100002,43.533607861000064,128.1497106,43.36082495000005
335,339,8,128.68901562200006,43.699083855000026,128.1497106,43.36082495000005
336,339,3,128.5844513500001,43.67693854100003,128.1497106,43.36082495000005
337,339,5,128.39975477200005,43.56018363700008,128.1497106,43.36082495000005
338,339,7,128.19249752200005,43.442623981000054,128.1497106,43.36082495000005
33A,339,5,128.05397199200002,43.19157897100007,128.1497106,43.36082495000005
33B,339,14,128.01785769100002,42.890123619000065,128.1497106,43.36082495000005
33C,339,4,127.80233351400011,42.76366607400007,128.1497106,43.36082495000005
33D,339,1,127.67961609000008,42.51734649100007,128.1497106,43.36082495000005
343,339,1,129.4842795090001,42.989804751000065,128.1497106,43.36082495000005
371,339,4,126.70545923100008,43.94170829500007,128.1497106,43.36082495000005
373,339,3,126.61547574000008,43.788298627000074,128.1497106,43.36082495000005
374,339,1,126.56707860300003,43.774025935000054,128.1497106,43.36082495000005
37A,339,1,125.82228721700005,42.793386256000076,128.1497106,43.36082495000005
397,339,1,126.57924563800009,42.096445593000055,128.1497106,43.36082495000005
3A8,339,2,127.19147194600009,44.62317776500004,128.1497106,43.36082495000005
111,341,1,124.4118480410001,43.10218694100007,128.957026,43.1396928
132,341,1,125.40367465000008,43.832945650000056,128.957026,43.1396928
133,341,1,125.45553092300008,43.94948199800007,128.957026,43.1396928
311,341,2,125.44269073300006,43.88860573300008,128.957026,43.1396928
31A,341,1,125.53931703500007,43.911484846000064,128.957026,43.1396928
323,341,1,126.54949530900001,43.943748937000066,128.957026,43.1396928
333,341,18,128.3021198890001,43.37450849800007,128.957026,43.1396928
334,341,5,128.52245899600007,43.31925849600003,128.957026,43.1396928
336,341,1,128.5844513500001,43.67693854100003,128.957026,43.1396928
342,341,7,129.31765503300005,43.00420308100007,128.957026,43.1396928
343,341,58,129.4842795090001,42.989804751000065,128.957026,43.1396928
344,341,9,129.7908429890001,43.014786162000064,128.957026,43.1396928
345,341,132,129.3548533000001,42.89936395700005,128.957026,43.1396928
351,341,1,130.0214416560001,43.03116279200003,128.957026,43.1396928
352,341,3,130.2733120910001,42.85572223200006,128.957026,43.1396928
361,341,4,129.67826295100008,43.32924480100007,128.957026,43.1396928
363,341,11,129.2506863000001,42.77238529500005,128.957026,43.1396928
371,341,4,126.70545923100008,43.94170829500007,128.957026,43.1396928
375,341,1,126.4965091,43.7948124000001,128.957026,43.1396928
3A5,341,1,126.81859515100007,44.288285280000025,128.957026,43.1396928
111,342,1,124.4118480410001,43.10218694100007,129.31765503300005,43.00420308100007
311,342,1,125.44269073300006,43.88860573300008,129.31765503300005,43.00420308100007
313,342,1,125.8115129,43.9761267000001,129.31765503300005,43.00420308100007
31A,342,1,125.53931703500007,43.911484846000064,129.31765503300005,43.00420308100007
326,342,1,127.29828991400007,43.89168362800007,129.31765503300005,43.00420308100007
333,342,4,128.3021198890001,43.37450849800007,129.31765503300005,43.00420308100007
334,342,3,128.52245899600007,43.31925849600003,129.31765503300005,43.00420308100007
341,342,5,128.957026,43.1396928,129.31765503300005,43.00420308100007
343,342,3,129.4842795090001,42.989804751000065,129.31765503300005,43.00420308100007
363,342,1,129.2506863000001,42.77238529500005,129.31765503300005,43.00420308100007
111,343,7,124.4118480410001,43.10218694100007,129.4842795090001,42.989804751000065
122,343,1,125.1095093880001,43.68619200400008,129.4842795090001,42.989804751000065
131,343,4,125.3209912000001,43.7925926,129.4842795090001,42.989804751000065
132,343,3,125.40367465000008,43.832945650000056,129.4842795090001,42.989804751000065
133,343,5,125.45553092300008,43.94948199800007,129.4842795090001,42.989804751000065
134,343,4,125.39053413200008,44.01310719500003,129.4842795090001,42.989804751000065
232,343,1,125.50120040100012,42.964997082000025,129.4842795090001,42.989804751000065
311,343,5,125.44269073300006,43.88860573300008,129.4842795090001,42.989804751000065
312,343,1,125.64987923700005,43.968514371000026,129.4842795090001,42.989804751000065
313,343,3,125.8115129,43.9761267000001,129.4842795090001,42.989804751000065
322,343,3,126.4637434870001,43.93134627500007,129.4842795090001,42.989804751000065
323,343,1,126.54949530900001,43.943748937000066,129.4842795090001,42.989804751000065
326,343,1,127.29828991400007,43.89168362800007,129.4842795090001,42.989804751000065
333,343,21,128.3021198890001,43.37450849800007,129.4842795090001,42.989804751000065
334,343,4,128.52245899600007,43.31925849600003,129.4842795090001,42.989804751000065
335,343,2,128.68901562200006,43.699083855000026,129.4842795090001,42.989804751000065
338,343,1,128.19249752200005,43.442623981000054,129.4842795090001,42.989804751000065
341,343,52,128.957026,43.1396928,129.4842795090001,42.989804751000065
342,343,4,129.31765503300005,43.00420308100007,129.4842795090001,42.989804751000065
344,343,386,129.7908429890001,43.014786162000064,129.4842795090001,42.989804751000065
345,343,1,129.3548533000001,42.89936395700005,129.4842795090001,42.989804751000065
351,343,3,130.0214416560001,43.03116279200003,129.4842795090001,42.989804751000065
352,343,154,130.2733120910001,42.85572223200006,129.4842795090001,42.989804751000065
361,343,315,129.67826295100008,43.32924480100007,129.4842795090001,42.989804751000065
362,343,17,129.6015949880001,43.2510757000001,129.4842795090001,42.989804751000065
363,343,2,129.2506863000001,42.77238529500005,129.4842795090001,42.989804751000065
371,343,1,126.70545923100008,43.94170829500007,129.4842795090001,42.989804751000065
373,343,1,126.61547574000008,43.788298627000074,129.4842795090001,42.989804751000065
374,343,2,126.56707860300003,43.774025935000054,129.4842795090001,42.989804751000065
375,343,1,126.4965091,43.7948124000001,129.4842795090001,42.989804751000065
376,343,1,126.41218788100002,43.677853920000075,129.4842795090001,42.989804751000065
37E,343,1,125.28489156400008,42.300966050000056,129.4842795090001,42.989804751000065
3A1,343,1,126.62190855400002,43.93965094600003,129.4842795090001,42.989804751000065
3A8,343,1,127.19147194600009,44.62317776500004,129.4842795090001,42.989804751000065
594,343,1,124.8500190100001,45.09731913300004,129.4842795090001,42.989804751000065
717,343,1,125.14494475000004,43.86810495000003,129.4842795090001,42.989804751000065
111,345,3,124.4118480410001,43.10218694100007,129.3548533000001,42.89936395700005
114,345,1,124.5301573700001,43.23501883700004,129.3548533000001,42.89936395700005
131,345,4,125.3209912000001,43.7925926,129.3548533000001,42.89936395700005
132,345,6,125.40367465000008,43.832945650000056,129.3548533000001,42.89936395700005
133,345,2,125.45553092300008,43.94948199800007,129.3548533000001,42.89936395700005
134,345,2,125.39053413200008,44.01310719500003,129.3548533000001,42.89936395700005
212,345,1,125.3226954,43.3594368,129.3548533000001,42.89936395700005
221,345,1,125.16938424400007,42.96104771000006,129.3548533000001,42.89936395700005
254,345,1,127.06894057500006,42.28726589100006,129.3548533000001,42.89936395700005
259,345,2,127.28470948600011,42.36702901700005,129.3548533000001,42.89936395700005
295,345,3,125.52592370800005,41.52195489600007,129.3548533000001,42.89936395700005
297,345,3,125.86151678500005,41.79211507800005,129.3548533000001,42.89936395700005
311,345,14,125.44269073300006,43.88860573300008,129.3548533000001,42.89936395700005
313,345,1,125.8115129,43.9761267000001,129.3548533000001,42.89936395700005
31A,345,1,125.53931703500007,43.911484846000064,129.3548533000001,42.89936395700005
322,345,1,126.4637434870001,43.93134627500007,129.3548533000001,42.89936395700005
323,345,3,126.54949530900001,43.943748937000066,129.3548533000001,42.89936395700005
326,345,7,127.29828991400007,43.89168362800007,129.3548533000001,42.89936395700005
327,345,1,127.3566136000001,43.7776381,129.3548533000001,42.89936395700005
331,345,2,128.01297019100002,43.533607861000064,129.3548533000001,42.89936395700005
333,345,56,128.3021198890001,43.37450849800007,129.3548533000001,42.89936395700005
334,345,10,128.52245899600007,43.31925849600003,129.3548533000001,42.89936395700005
335,345,3,128.68901562200006,43.699083855000026,129.3548533000001,42.89936395700005
33B,345,1,128.01785769100002,42.890123619000065,129.3548533000001,42.89936395700005
33D,345,1,127.67961609000008,42.51734649100007,129.3548533000001,42.89936395700005
341,345,128,128.957026,43.1396928,129.3548533000001,42.89936395700005
342,345,3,129.31765503300005,43.00420308100007,129.3548533000001,42.89936395700005
344,345,3,129.7908429890001,43.014786162000064,129.3548533000001,42.89936395700005
352,345,1,130.2733120910001,42.85572223200006,129.3548533000001,42.89936395700005
363,345,121,129.2506863000001,42.77238529500005,129.3548533000001,42.89936395700005
371,345,2,126.70545923100008,43.94170829500007,129.3548533000001,42.89936395700005
373,345,2,126.61547574000008,43.788298627000074,129.3548533000001,42.89936395700005
374,345,1,126.56707860300003,43.774025935000054,129.3548533000001,42.89936395700005
378,345,1,126.00717761600004,43.12554858100003,129.3548533000001,42.89936395700005
37E,345,2,125.28489156400008,42.300966050000056,129.3548533000001,42.89936395700005
397,345,2,126.57924563800009,42.096445593000055,129.3548533000001,42.89936395700005
399,345,2,126.15362312100001,42.016350198000055,129.3548533000001,42.89936395700005
3A1,345,1,126.62190855400002,43.93965094600003,129.3548533000001,42.89936395700005
3A2,345,1,126.62444284100002,44.005080038000074,129.3548533000001,42.89936395700005
3A5,345,1,126.81859515100007,44.288285280000025,129.3548533000001,42.89936395700005
111,352,5,124.4118480410001,43.10218694100007,130.2733120910001,42.85572223200006
121,352,4,124.83180625300008,43.479668133000075,130.2733120910001,42.85572223200006
131,352,12,125.3209912000001,43.7925926,130.2733120910001,42.85572223200006
134,352,2,125.39053413200008,44.01310719500003,130.2733120910001,42.85572223200006
222,352,1,125.24533531700001,43.05603528200004,130.2733120910001,42.85572223200006
